middleschool,variable.x,est,se,pct,pctse
Clarke,depression1,3947.5303,388.2588782,0.284111787,0.027691309
Coile,depression1,1347.331874,146.0995484,0.243420526,0.026126756
Hilsman,depression1,3761.709976,324.8924483,0.294631301,0.025233823
BHL,anxiety0,5830.792571,213.6553383,0.77569152,0.025804554
Clarke,anxiety0,9599.165856,413.9455092,0.690871497,0.028207069
Coile,anxiety0,4149.484174,162.8938918,0.74968138,0.027117791
Hilsman,anxiety0,9547.525093,331.3479022,0.747798145,0.024028749
BHL,anxiety1,1686.103542,195.9710768,0.22430848,0.025804554
Clarke,anxiety1,4295.119686,396.5191701,0.309128503,0.028207069
Coile,anxiety1,1385.512804,151.868001,0.25031862,0.027117791
Hilsman,anxiety1,3219.991322,308.7993018,0.252201855,0.024028749
BHL,mentaldis0,7067.27266,153.7349087,0.940184958,0.014414674
Clarke,mentaldis0,13225.77257,263.231287,0.951885762,0.013598718
Coile,mentaldis0,5069.123156,122.7105416,0.915831242,0.016896599
Hilsman,mentaldis0,11918.93471,233.2283297,0.933535883,0.013926185
BHL,mentaldis1,449.623453,108.6767256,0.059815042,0.014414674
Clarke,mentaldis1,668.512968,189.2172695,0.048114238,0.013598718
Coile,mentaldis1,465.873822,93.78676043,0.084168758,0.016896599
Hilsman,mentaldis1,848.5817098,178.0765508,0.066464117,0.013926185
BHL,alcdrugdis0,7140.804465,151.4018865,0.949967162,0.013818799
Clarke,alcdrugdis0,13194.4074,248.5236569,0.949628346,0.011740551
Coile,alcdrugdis0,5430.283372,95.3805106,0.981081542,0.007791986
Hilsman,alcdrugdis0,11937.28238,234.1814739,0.934972941,0.013994878
BHL,alcdrugdis1,376.091648,104.1273769,0.050032838,0.013818799
Clarke,alcdrugdis1,699.8781426,163.1905152,0.050371654,0.011740551
Coile,alcdrugdis1,104.7136064,43.15105764,0.018918458,0.007791986
Hilsman,alcdrugdis1,830.2340395,178.9273521,0.065027059,0.013994878
BHL,chronpain0,6387.581155,191.937283,0.849763128,0.021785618
Clarke,chronpain0,12325.56568,298.3491898,0.88709604,0.017197466
Coile,chronpain0,4799.030135,128.200909,0.867033921,0.018541815
Hilsman,chronpain0,10958.78692,280.7710742,0.85833349,0.019181963
BHL,chronpain1,1129.314958,164.6880977,0.150236872,0.021785618
Clarke,chronpain1,1568.719859,239.2896968,0.11290396,0.017197466
Coile,chronpain1,735.966843,103.0628004,0.132966079,0.018541815
Hilsman,chronpain1,1808.729496,246.032641,0.14166651,0.019181963
BHL,nohealthcond0,5904.295933,216.4676982,0.785469939,0.025942433
Clarke,nohealthcond0,10987.12605,387.6223705,0.790765816,0.025770222
Coile,nohealthcond0,3846.498312,167.5881095,0.694941357,0.028420141
Hilsman,nohealthcond0,10020.17382,318.2592905,0.784817775,0.022958943
BHL,nohealthcond1,1612.60018,196.4208337,0.214530061,0.025942433
Clarke,nohealthcond1,2907.159497,360.83968,0.209234184,0.025770222
Coile,nohealthcond1,1688.498666,159.8752339,0.305058643,0.028420141
Hilsman,nohealthcond1,2747.342592,295.4291537,0.215182225,0.022958943
BHL,trouble_doc0,6981.653728,160.7725524,0.904435265,0.017399654
Clarke,trouble_doc0,12803.48213,269.4812681,0.911920197,0.015717781
Coile,trouble_doc0,4756.978585,138.4231461,0.846677829,0.021574192
Hilsman,trouble_doc0,11470.03489,254.9805483,0.879152062,0.017590826
BHL,trouble_doc1,737.697781,134.680972,0.095564735,0.017399654
Clarke,trouble_doc1,1236.652267,220.9383268,0.088079803,0.015717781
Coile,trouble_doc1,861.4259834,121.7166206,0.153322171,0.021574192
Hilsman,trouble_doc1,1576.66703,229.8984231,0.120847938,0.017590826
BHL,find_doc0,91.982965,38.21375563,0.121857601,0.049742607
Clarke,find_doc0,467.2407442,137.6465435,0.302223516,0.073849546
Coile,find_doc0,238.1710006,61.45568035,0.261722915,0.060712975
Hilsman,find_doc0,366.4568891,112.7395927,0.218680236,0.060360518
BHL,find_doc1,662.856816,130.3120627,0.878142399,0.049742607
Clarke,find_doc1,1078.769808,188.3696704,0.697776484,0.073849546
Coile,find_doc1,671.8410276,109.2399591,0.738277085,0.060712975
Hilsman,find_doc1,1309.309043,206.9297108,0.781319764,0.060360518
BHL,insurance_refused0,6239.878006,201.8029476,0.824964845,0.023332329
Clarke,insurance_refused0,11856.22447,328.311895,0.849140114,0.020338605
Coile,insurance_refused0,4356.983845,154.8217679,0.769919471,0.025435436
Hilsman,insurance_refused0,10880.24044,288.5683438,0.842164469,0.020182904
BHL,insurance_refused1,1323.932792,177.5790086,0.175035155,0.023332329
Clarke,insurance_refused1,2106.399928,284.5922598,0.150859886,0.020338605
Coile,insurance_refused1,1302.028573,144.9026737,0.230080529,0.025435436
Hilsman,insurance_refused1,2039.136754,261.6493894,0.157835531,0.020182904
BHL,dentalaccess0,5696.183939,216.9525986,0.754714229,0.026100524
Clarke,dentalaccess0,11840.86459,311.2947982,0.854873981,0.018414614
Coile,dentalaccess0,4325.013807,153.0022558,0.764842505,0.02502163
Hilsman,dentalaccess0,10542.1681,293.5763087,0.812813041,0.020892505
BHL,dentalaccess1,1851.287306,198.9591199,0.245285771,0.026100524
Clarke,dentalaccess1,2010.14135,255.5545126,0.145126019,0.018414614
Coile,dentalaccess1,1329.763196,142.4188003,0.235157495,0.02502163
Hilsman,dentalaccess1,2427.810939,272.1049961,0.187186959,0.020892505
BHL,mentalaccess0,6695.309969,182.5892941,0.891457224,0.019496246
Clarke,mentalaccess0,12230.03714,326.5023354,0.87593299,0.020728759
Coile,mentalaccess0,5182.650949,121.1964522,0.913106523,0.017992321
Hilsman,mentalaccess0,11577.90353,253.0973272,0.896198016,0.016858304
BHL,mentalaccess1,815.213017,147.1869234,0.108542776,0.019496246
Clarke,mentalaccess1,1732.260517,290.3039735,0.12406701,0.020728759
Coile,mentalaccess1,493.1938952,102.3729628,0.086893477,0.017992321
Hilsman,mentalaccess1,1341.008719,218.2941994,0.103801984,0.016858304
BHL,afford_mental0,349.915296,90.7292676,0.372776801,0.081367943
Clarke,afford_mental0,1758.947991,236.4484075,0.673671022,0.063089237
Coile,afford_mental0,401.7702264,78.02138418,0.60679555,0.088173704
Hilsman,afford_mental0,762.4721074,137.5189982,0.483260744,0.071214809
BHL,afford_mental1,588.757107,128.5248335,0.627223199,0.081367943
Clarke,afford_mental1,852.0415476,206.4085048,0.326328978,0.063089237
Coile,afford_mental1,260.3477248,79.16922953,0.39320445,0.088173704
Hilsman,afford_mental1,815.2933474,174.5083755,0.516739256,0.071214809
BHL,opinion_mental0,908.45289,151.009004,0.967806113,0.03172351
Clarke,opinion_mental0,2602.339539,300.151616,0.99668708,0.003327344
Coile,opinion_mental0,613.647243,105.14474,0.926794451,0.039535677
Hilsman,opinion_mental0,1478.722667,209.4319855,0.937225912,0.040212893
BHL,opinion_mental1,30.219513,30.219513,0.032193887,0.03172351
Clarke,opinion_mental1,8.6499996,8.6499996,0.00331292,0.003327344
Coile,opinion_mental1,48.4707082,26.86407876,0.073205549,0.039535677
Hilsman,opinion_mental1,99.0427881,65.87643125,0.062774088,0.040212893
BHL,job_mental0,848.013864,146.3068866,0.90341834,0.052554523
Clarke,job_mental0,2487.391486,293.5706932,0.952662371,0.026999695
Coile,job_mental0,658.6696754,108.0567749,0.994792052,0.005251488
Hilsman,job_mental0,1443.243257,205.7971293,0.914738786,0.046478006
BHL,job_mental1,90.658539,51.6914988,0.09658166,0.052554523
Clarke,job_mental1,123.598053,72.11183003,0.047337629,0.026999695
Coile,job_mental1,3.4482758,3.4482758,0.005207948,0.005251488
Hilsman,job_mental1,134.522198,77.34285864,0.085261214,0.046478006
BHL,nocover_mental0,888.684937,150.1472516,0.946746633,0.036497263
Clarke,nocover_mental0,2431.598523,291.4787918,0.931293859,0.030623454
Coile,nocover_mental0,523.5700794,92.17602859,0.790750467,0.080327276
Hilsman,nocover_mental0,1314.580543,199.42786,0.833191359,0.056035602
BHL,nocover_mental1,49.987466,34.94866521,0.053253367,0.036497263
Clarke,nocover_mental1,179.3910162,82.39288395,0.068706141,0.030623454
Coile,nocover_mental1,138.5478718,61.43664134,0.209249533,0.080327276
Hilsman,nocover_mental1,263.1849114,96.6650695,0.166808641,0.056035602
BHL,reimburse_mental0,759.604333,140.2487047,0.809232625,0.067361616
Clarke,reimburse_mental0,2268.534734,272.2723468,0.868840989,0.051012486
Coile,reimburse_mental0,533.4004102,96.08201804,0.805597264,0.072541298
Hilsman,reimburse_mental0,1304.17792,197.6582448,0.826598095,0.057640996
BHL,reimburse_mental1,179.06807,69.14328379,0.190767375,0.067361616
Clarke,reimburse_mental1,342.454805,145.0768739,0.131159011,0.051012486
Coile,reimburse_mental1,128.717541,53.92474439,0.194402736,0.072541298
Hilsman,reimburse_mental1,273.5875351,100.242081,0.173401905,0.057640996
BHL,knowservice_mental0,760.747133,140.2442426,0.810450089,0.067347154
Clarke,knowservice_mental0,2292.167193,279.048648,0.87789214,0.04578267
Coile,knowservice_mental0,580.4692648,100.7828348,0.876685587,0.061149613
Hilsman,knowservice_mental0,1172.273805,181.123996,0.742996243,0.069167359
BHL,knowservice_mental1,177.92527,69.13383905,0.189549911,0.067347154
Clarke,knowservice_mental1,318.822346,128.2579915,0.12210786,0.04578267
Coile,knowservice_mental1,81.6486864,43.38593605,0.123314413,0.061149613
Hilsman,knowservice_mental1,405.49165,129.9673989,0.257003757,0.069167359
BHL,confidential_mental0,890.970537,150.1390969,0.949181561,0.036446329
Clarke,confidential_mental0,2392.581482,283.8161116,0.916350467,0.041012195
Coile,confidential_mental0,614.8180268,105.1175023,0.928562691,0.041605515
Hilsman,confidential_mental0,1480.783771,211.8839777,0.938532255,0.03481547
BHL,confidential_mental1,47.701866,34.91205569,0.050818439,0.036446329
Clarke,confidential_mental1,218.4080566,112.6875539,0.083649533,0.041012195
Coile,confidential_mental1,47.2999244,28.32057538,0.071437309,0.041605515
Hilsman,confidential_mental1,96.9816841,56.52464267,0.061467745,0.03481547
BHL,medicine_mental0,938.672403,153.1956379,1,0
Clarke,medicine_mental0,2404.112387,279.2188863,0.920766763,0.045468654
Coile,medicine_mental0,658.6696754,108.0567749,0.994792052,0.005251488
Hilsman,medicine_mental0,1511.534908,213.2052835,0.958022565,0.030546347
BHL,medicine_mental1,0,0,0,0
Clarke,medicine_mental1,206.877152,125.4523292,0.079233237,0.045468654
Coile,medicine_mental1,3.4482758,3.4482758,0.005207948,0.005251488
Hilsman,medicine_mental1,66.230547,49.26602276,0.041977435,0.030546347
BHL,other_mental0,799.640237,141.4350801,0.851884251,0.060989199
Clarke,other_mental0,2144.936681,264.6122209,0.821503361,0.055102716
Coile,other_mental0,591.3967556,101.7815248,0.89318943,0.058053715
Hilsman,other_mental0,1373.07391,200.5071409,0.870264909,0.053357745
BHL,other_mental1,139.032166,62.01086632,0.148115749,0.060989199
Clarke,other_mental1,466.052858,161.4579959,0.178496639,0.055102716
Coile,other_mental1,70.7211956,40.78799924,0.10681057,0.058053715
Hilsman,other_mental1,204.6915451,91.18277359,0.129735091,0.053357745
BHL,yes_needsudtreat0,7383.044242,138.2931654,0.974146118,0.010389928
Clarke,yes_needsudtreat0,13577.73788,234.8158107,0.967796614,0.012156595
Coile,yes_needsudtreat0,5478.124386,96.87219723,0.968765019,0.011741538
Hilsman,yes_needsudtreat0,12556.52784,185.2844407,0.978291515,0.00817069
BHL,yes_needsudtreat1,195.946329,78.79930132,0.025853882,0.010389928
Clarke,yes_needsudtreat1,451.7985726,170.6886036,0.032203386,0.012156595
Coile,yes_needsudtreat1,176.6260228,66.4524761,0.031234981,0.011741538
Hilsman,yes_needsudtreat1,278.6318722,104.9281539,0.021708485,0.00817069
BHL,afford_sud0,337.045081,93.6229019,0.912429082,0.07772989
Clarke,afford_sud0,1330.527595,195.187373,0.976077823,0.014193981
Coile,afford_sud0,304.8662922,69.64303739,0.817439026,0.094234505
Hilsman,afford_sud0,447.0969571,86.05578869,0.811010397,0.099930183
BHL,afford_sud1,32.3481,30.10500745,0.087570918,0.07772989
Clarke,afford_sud1,32.6091996,18.86437139,0.023922177,0.014193981
Coile,afford_sud1,68.086653,39.6371457,0.182560974,0.094234505
Hilsman,afford_sud1,104.1869213,64.57793695,0.188989603,0.099930183
BHL,nocover_sud0,304.353996,87.65480255,0.823929655,0.111815297
Clarke,nocover_sud0,1363.136794,194.6155899,1,0
Coile,nocover_sud0,301.6490862,67.4108712,0.80881272,0.100147004
Hilsman,nocover_sud0,439.1306744,83.15371762,0.796559979,0.102230528
BHL,nocover_sud1,65.039185,46.10453908,0.176070345,0.111815297
Clarke,nocover_sud1,0,0,0,0
Coile,nocover_sud1,71.303859,42.98743156,0.19118728,0.100147004
Hilsman,nocover_sud1,112.153204,67.38010887,0.203440021,0.102230528
BHL,transport_sud0,333.430709,92.23657663,0.902644462,0.088836112
Clarke,transport_sud0,1351.157194,194.9532749,0.99121174,0.008874189
Coile,transport_sud0,369.5046694,79.06555893,0.990754126,0.009370683
Hilsman,transport_sud0,525.0441083,104.5162765,0.952402435,0.04022412
BHL,transport_sud1,35.962472,34.8384206,0.097355538,0.088836112
Clarke,transport_sud1,11.9796,11.9796,0.00878826,0.008874189
Coile,transport_sud1,3.4482758,3.4482758,0.009245874,0.009370683
Hilsman,transport_sud1,26.2397701,22.64613453,0.047597565,0.04022412
BHL,notype_sud0,339.173668,93.88794738,0.91819147,0.078258564
Clarke,notype_sud0,1314.045886,188.6163073,0.963986807,0.035101554
Coile,notype_sud0,369.5046694,79.06555893,0.990754126,0.009370683
Hilsman,notype_sud0,395.2010974,70.9920445,0.716874033,0.111107947
BHL,notype_sud1,30.219513,30.219513,0.08180853,0.078258564
Clarke,notype_sud1,49.090908,49.090908,0.036013193,0.035101554
Coile,notype_sud1,3.4482758,3.4482758,0.009245874,0.009370683
Hilsman,notype_sud1,156.082781,80.43560658,0.283125967,0.111107947
BHL,using_sud0,203.509352,66.52137099,0.550928827,0.136475659
Clarke,using_sud0,1055.239133,138.392374,0.774125633,0.083961267
Coile,using_sud0,244.7976306,50.90973709,0.656376719,0.11698312
Hilsman,using_sud0,481.8549183,95.17534299,0.874059513,0.080406852
BHL,using_sud1,165.883829,73.03606358,0.449071173,0.136475659
Clarke,using_sud1,307.897661,141.023819,0.225874367,0.083961267
Coile,using_sud1,128.1553146,60.78722959,0.343623281,0.11698312
Hilsman,using_sud1,69.4289601,48.76631565,0.125940487,0.080406852
BHL,full_sud0,368.250381,98.17926626,0.996906277,0.003200733
Clarke,full_sud0,1351.157194,194.9532749,0.99121174,0.008874189
Coile,full_sud0,366.0563936,78.99296941,0.981508253,0.013314162
Hilsman,full_sud0,547.3450783,106.8233761,0.992855223,0.007275422
BHL,full_sud1,1.1428,1.1428,0.003093723,0.003200733
Clarke,full_sud1,11.9796,11.9796,0.00878826,0.008874189
Coile,full_sud1,6.8965516,4.833631941,0.018491747,0.013314162
Hilsman,full_sud1,3.9388001,3.9388001,0.007144777,0.007275422
BHL,knowservice_sud0,333.430709,92.23657663,0.902644462,0.088836112
Clarke,knowservice_sud0,1264.99719,176.6047477,0.928004581,0.060214492
Coile,knowservice_sud0,342.7110598,76.52281419,0.91891233,0.053868191
Hilsman,knowservice_sud0,456.7524573,86.06381032,0.828524967,0.100452966
BHL,knowservice_sud1,35.962472,34.8384206,0.097355538,0.088836112
Clarke,knowservice_sud1,98.139604,86.98883322,0.071995419,0.060214492
Coile,knowservice_sud1,30.2418854,20.74398931,0.08108767,0.053868191
Hilsman,knowservice_sud1,94.5314211,64.20873427,0.171475033,0.100452966
BHL,opinion_sud0,334.573509,92.23008679,0.905738184,0.088846126
Clarke,opinion_sud0,1363.136794,194.6155899,1,0
Coile,opinion_sud0,366.0563936,78.99296941,0.981508253,0.013314162
Hilsman,opinion_sud0,457.9577904,84.20207148,0.830711378,0.102216966
BHL,opinion_sud1,34.819672,34.819672,0.094261816,0.088846126
Clarke,opinion_sud1,0,0,0,0
Coile,opinion_sud1,6.8965516,4.833631941,0.018491747,0.013314162
Hilsman,opinion_sud1,93.326088,65.62791733,0.169288622,0.102216966
BHL,job_sud0,334.573509,92.23008679,0.905738184,0.088846126
Clarke,job_sud0,1237.026789,171.6440583,0.907485437,0.064502381
Coile,job_sud0,369.5046694,79.06555893,0.990754126,0.009370683
Hilsman,job_sud0,461.4316444,86.03558789,0.837012767,0.099939676
BHL,job_sud1,34.819672,34.819672,0.094261816,0.088846126
Clarke,job_sud1,126.110005,94.9713055,0.092514563,0.064502381
Coile,job_sud1,3.4482758,3.4482758,0.009245874,0.009370683
Hilsman,job_sud1,89.852234,63.58259045,0.162987233,0.099939676
BHL,other_sud0,333.430709,92.23657663,0.902644462,0.088836112
Clarke,other_sud0,1264.99719,176.6047477,0.928004581,0.060214492
Coile,other_sud0,369.5046694,79.06555893,0.990754126,0.009370683
Hilsman,other_sud0,503.4155013,97.65532911,0.913169278,0.074808405
BHL,other_sud1,35.962472,34.8384206,0.097355538,0.088836112
Clarke,other_sud1,98.139604,86.98883322,0.071995419,0.060214492
Coile,other_sud1,3.4482758,3.4482758,0.009245874,0.009370683
Hilsman,other_sud1,47.8683771,44.10580326,0.086830722,0.074808405
BHL,smoke0,6470.65387,194.0434625,0.843813136,0.022422822
Clarke,smoke0,11839.85173,328.5330541,0.848105669,0.020856041
Coile,smoke0,4574.35877,143.2286314,0.798792359,0.023071744
Hilsman,smoke0,10526.77136,292.6890532,0.81419636,0.020768039
BHL,smoke1,1197.695427,172.6941299,0.156186864,0.022422822
Clarke,smoke1,2120.497974,292.1046874,0.151894331,0.020856041
Coile,smoke1,1152.234275,132.6318365,0.201207641,0.023071744
Hilsman,smoke1,2402.26133,270.0310308,0.18580364,0.020768039
BHL,fastfoodfreq0,2834.403126,231.0472407,0.371086013,0.029744219
Clarke,fastfoodfreq0,6032.307831,437.3837394,0.430074067,0.030708008
Coile,fastfoodfreq0,1520.44702,157.3132206,0.268631225,0.027505501
Hilsman,fastfoodfreq0,3863.904455,330.6522273,0.297911388,0.025291537
BHL,fastfoodfreq1,2257.452917,218.0131998,0.295550479,0.028221463
Clarke,fastfoodfreq1,4548.188964,408.3398213,0.324263645,0.028856604
Coile,fastfoodfreq1,1969.499571,164.0356336,0.34796943,0.028664133
Hilsman,fastfoodfreq1,4154.238297,335.5655894,0.320296454,0.02567752
BHL,fastfoodfreq2,1394.617794,183.6744943,0.182586292,0.023890449
Clarke,fastfoodfreq2,1630.616096,272.474531,0.116254959,0.019381671
Coile,fastfoodfreq2,1277.27089,138.2543075,0.225667083,0.024292356
Hilsman,fastfoodfreq2,2278.511595,274.8943292,0.175675812,0.021088502
BHL,fastfoodfreq3,564.155107,115.8511128,0.073860372,0.015150834
Clarke,fastfoodfreq3,997.1725574,205.7935639,0.07109353,0.014655545
Coile,fastfoodfreq3,530.4128118,98.81063268,0.093712863,0.017417985
Hilsman,fastfoodfreq3,1457.666553,225.7662829,0.112387734,0.017368987
BHL,fastfoodfreq4,353.857124,97.30128103,0.046327718,0.012721566
Clarke,fastfoodfreq4,442.6998776,161.2903076,0.031562338,0.011491286
Coile,fastfoodfreq4,194.8258334,56.61574998,0.034421655,0.009989646
Hilsman,fastfoodfreq4,499.6718431,136.6215314,0.038525262,0.010529227
BHL,fastfoodfreq5,131.354225,54.74621193,0.017197171,0.007165633
Clarke,fastfoodfreq5,109.6705086,64.99425465,0.007818971,0.004633513
Coile,fastfoodfreq5,67.1969824,34.44024111,0.011872303,0.00608251
Hilsman,fastfoodfreq5,412.3456592,125.4598858,0.031792315,0.009668506
BHL,fastfoodfreq6,82.521538,49.30782078,0.010803893,0.006452702
Clarke,fastfoodfreq6,94.8100036,86.59312203,0.00675949,0.006172508
Coile,fastfoodfreq6,29.6803584,22.17218717,0.005243899,0.003916654
Hilsman,fastfoodfreq6,71.9472471,49.59658918,0.005547214,0.003823171
BHL,fastfoodfreq7,19.767953,17.55534773,0.002588062,0.002298471
Clarke,fastfoodfreq7,170.7410166,81.95304258,0.012173,0.005842275
Coile,fastfoodfreq7,70.6452582,34.61243727,0.012481541,0.006112903
Hilsman,fastfoodfreq7,231.6933873,91.76268699,0.017863821,0.007070713
BHL,healthstat0,106.860691,52.31287217,0.014099594,0.006899221
Clarke,healthstat0,336.4956596,137.8201628,0.024014341,0.009830616
Coile,healthstat0,137.7777772,51.49776652,0.024059293,0.008989167
Hilsman,healthstat0,294.1116317,103.2028927,0.022659469,0.007946678
BHL,healthstat1,1007.475077,160.0384469,0.132929982,0.021008888
Clarke,healthstat1,1280.021296,236.7887917,0.09134997,0.016873757
Coile,healthstat1,685.1964916,93.65481002,0.119651682,0.016343335
Hilsman,healthstat1,1574.819386,230.2579405,0.121330025,0.017701084
BHL,healthstat2,3041.091575,233.2309991,0.401252851,0.030161678
Clarke,healthstat2,4161.331264,394.1230058,0.29697747,0.027913743
Coile,healthstat2,2427.884945,172.7387667,0.423966733,0.029730951
Hilsman,healthstat2,4651.831702,346.0895077,0.35839466,0.02640888
BHL,healthstat3,2415.305555,222.5523235,0.318684333,0.028943784
Clarke,healthstat3,5346.054689,410.4735983,0.381526415,0.028958173
Coile,healthstat3,1876.625109,164.7433323,0.327703592,0.028439648
Hilsman,healthstat3,5078.492886,354.9787555,0.391266246,0.026982045
BHL,healthstat4,1008.257673,163.1868415,0.13303324,0.021439094
Clarke,healthstat4,2888.376402,365.9319044,0.206131803,0.025939003
Coile,healthstat4,599.1087216,104.9671922,0.1046187,0.018292853
Hilsman,healthstat4,1380.378931,221.4170732,0.106349599,0.017030297
BHL,partnerhurt0,4898.615566,233.4760904,0.987616066,0.008572468
Clarke,partnerhurt0,9790.269439,392.7173406,0.988922104,0.006553544
Coile,partnerhurt0,3690.935163,169.9528031,0.962028036,0.011979783
Hilsman,partnerhurt0,8028.949763,353.4232075,0.961699476,0.012822582
BHL,partnerhurt1,60.282013,42.62596477,0.012153533,0.008569532
Clarke,partnerhurt1,89.040909,63.29233625,0.008994086,0.006383428
Coile,partnerhurt1,104.4879936,41.08551827,0.027234393,0.010675068
Hilsman,partnerhurt1,244.614298,96.48817962,0.029299653,0.011491431
BHL,partnerhurt2,0,0,0,0
Clarke,partnerhurt2,8.6499996,8.6499996,8.74E-04,8.74E-04
Coile,partnerhurt2,41.1959696,21.24196816,0.010737571,0.005533528
Hilsman,partnerhurt2,71.2068601,48.94200707,0.008529086,0.00585042
BHL,partnerhurt4,1.1428,1.1428,2.30E-04,2.31E-04
Clarke,partnerhurt4,11.9796,11.9796,0.001210068,0.001209762
Coile,partnerhurt4,0,0,0,0
Hilsman,partnerhurt4,3.9388001,3.9388001,4.72E-04,4.72E-04
BHL,partnertalk0,3991.081461,241.4909201,0.804832404,0.030216335
Clarke,partnertalk0,7332.353041,435.869411,0.742843212,0.033088307
Coile,partnertalk0,2885.055291,174.5870728,0.755151076,0.032359213
Hilsman,partnertalk0,6161.589521,360.2553332,0.741374374,0.030403353
BHL,partnertalk1,693.94841,131.6932914,0.139940057,0.025886467
Clarke,partnertalk1,1667.38677,282.6268322,0.168923528,0.027826439
Coile,partnertalk1,513.9746738,100.1598951,0.134530707,0.025477751
Hilsman,partnertalk1,1645.678654,239.8615755,0.19801124,0.027625118
BHL,partnertalk2,207.685723,79.20066072,0.04188143,0.015837161
Clarke,partnertalk2,652.0637862,187.5908392,0.066060807,0.018821438
Coile,partnertalk2,333.1300742,85.61150333,0.087195394,0.021969177
Hilsman,partnertalk2,256.6280282,101.5441572,0.030877981,0.012130222
BHL,partnertalk3,65.039185,46.10453908,0.013115654,0.00926979
Clarke,partnertalk3,206.877152,125.4523292,0.020958796,0.01267355
Coile,partnertalk3,64.9954278,39.58211312,0.01701228,0.010322062
Hilsman,partnertalk3,66.230547,49.26602276,0.007968988,0.00591915
BHL,partnertalk4,1.1428,1.1428,2.30E-04,2.31E-04
Clarke,partnertalk4,11.9796,11.9796,0.001213657,0.001213321
Coile,partnertalk4,23.3453338,20.19365056,0.006110543,0.005281973
Hilsman,partnertalk4,180.9098011,88.3304565,0.021767417,0.010569874
BHL,partnerthreat0,4879.990413,233.6297819,0.98408776,0.009262993
Clarke,partnerthreat0,9605.969831,402.4889136,0.980020965,0.010977219
Coile,partnerthreat0,3694.587915,170.0078126,0.96809756,0.011633276
Hilsman,partnerthreat0,8068.94054,352.9383853,0.969536759,0.011512975
BHL,partnerthreat1,47.544853,34.77623575,0.009587787,0.007004114
Clarke,partnerthreat1,175.200913,106.9086812,0.017874361,0.010876583
Coile,partnerthreat1,88.6218748,38.84276785,0.023221702,0.01014291
Hilsman,partnerthreat1,135.194561,71.35938834,0.016244524,0.008553329
BHL,partnerthreat2,30.219513,30.219513,0.006093998,0.006082364
Clarke,partnerthreat2,8.6499996,8.6499996,8.82E-04,8.83E-04
Coile,partnerthreat2,13.2315762,10.37321419,0.003467087,0.002719067
Hilsman,partnerthreat2,48.9058901,43.56589025,0.005876367,0.005225466
BHL,partnerthreat3,0,0,0,0
Clarke,partnerthreat3,0,0,0,0
Coile,partnerthreat3,19.897058,19.897058,0.005213651,0.0052098
Hilsman,partnerthreat3,22.30097,22.30097,0.00267961,0.002679663
BHL,partnerthreat4,1.1428,1.1428,2.30E-04,2.31E-04
Clarke,partnerthreat4,11.9796,11.9796,0.001222184,0.001221875
Coile,partnerthreat4,0,0,0,0
Hilsman,partnerthreat4,47.1279901,43.36842491,0.005662741,0.005201808
BHL,partnerscream0,4074.799371,239.0859993,0.821714767,0.029469088
Clarke,partnerscream0,7964.999024,430.7408689,0.806230267,0.02983606
Coile,partnerscream0,2940.228964,175.0819685,0.77576424,0.031768594
Hilsman,partnerscream0,6606.706798,359.894651,0.798532138,0.027730543
BHL,partnerscream1,705.332185,136.9233412,0.142235683,0.026717421
Clarke,partnerscream1,1282.31313,250.1255744,0.129797839,0.024802398
Coile,partnerscream1,629.7012566,113.0014643,0.166143427,0.028660995
Hilsman,partnerscream1,1181.984027,206.0285703,0.14286274,0.024138471
BHL,partnerscream2,112.584038,57.74958958,0.022703441,0.011595013
Clarke,partnerscream2,447.6985862,154.5509632,0.045316785,0.015538282
Coile,partnerscream2,158.1433796,60.22322389,0.041725315,0.015750308
Hilsman,partnerscream2,282.4028522,105.4392145,0.034133156,0.012659671
BHL,partnerscream3,0,0,0,0
Clarke,partnerscream3,172.320008,120.5988834,0.017442514,0.012177916
Coile,partnerscream3,21.0678418,17.95382166,0.005558641,0.004732717
Hilsman,partnerscream3,89.852234,63.58259045,0.010860161,0.007665431
BHL,partnerscream4,66.181985,46.11870029,0.013346108,0.009272468
Clarke,partnerscream4,11.9796,11.9796,0.001212595,0.001212258
Coile,partnerscream4,40.9648998,26.79986248,0.010808377,0.00705889
Hilsman,partnerscream4,112.6181501,64.74840073,0.013611806,0.007794647
BHL,school_culture0,4006.331911,236.144272,0.538629836,0.030715087
Clarke,school_culture0,7891.737435,437.3700331,0.564571082,0.030481502
Coile,school_culture0,2734.362126,173.5628712,0.505685455,0.030342693
Hilsman,school_culture0,6905.698181,360.2648275,0.544207338,0.027525581
BHL,school_culture1,1092.066882,162.5648679,0.146822535,0.021645537
Clarke,school_culture1,1513.676601,262.1833412,0.108287692,0.018717614
Coile,school_culture1,642.060452,106.2260906,0.118740904,0.019526083
Hilsman,school_culture1,1773.00108,245.5486175,0.139722324,0.019271435
BHL,school_culture2,1401.672545,184.3181624,0.188447355,0.024533678
Clarke,school_culture2,1815.962692,280.005337,0.129913093,0.019982942
Coile,school_culture2,1036.069803,134.0163852,0.191607916,0.024521121
Hilsman,school_culture2,2302.499668,273.6353655,0.181449751,0.021401127
BHL,school_culture3,458.7752,111.2834258,0.061679865,0.014908359
Clarke,school_culture3,1770.964067,298.3628913,0.126693913,0.021276256
Coile,school_culture3,604.2724024,98.04029901,0.111752486,0.018064027
