middleschool,variable.x,pct,pctse
Coile,school_culture3,0.111752486,0.018064027
Hilsman,school_culture3,0.085648962,0.015192976
BHL,school_culture4,0.06442041,0.015759921
Clarke,school_culture4,0.070534219,0.015172731
Coile,school_culture4,0.072213239,0.013219976
Hilsman,school_culture4,0.048971624,0.011436434
BHL,school_parent0,0.834645318,0.023013126
Clarke,school_parent0,0.869651392,0.020118743
Coile,school_parent0,0.747250118,0.024520975
Hilsman,school_parent0,0.836485593,0.019432047
BHL,school_parent1,0.067092409,0.015549897
Clarke,school_parent1,0.070312865,0.016907414
Coile,school_parent1,0.103562414,0.019043028
Hilsman,school_parent1,0.051775509,0.011607489
BHL,school_parent2,0.058241415,0.014650908
Clarke,school_parent2,0.037326441,0.010609374
Coile,school_parent2,0.060490653,0.012227385
Hilsman,school_parent2,0.038049373,0.010467802
BHL,school_parent3,0.033542895,0.011144545
Clarke,school_parent3,0.013936371,0.005080403
Coile,school_parent3,0.049695435,0.011365802
Hilsman,school_parent3,0.039317145,0.010407845
BHL,school_parent4,0.006477963,0.004738195
Clarke,school_parent4,0.008772931,0.003099799
Coile,school_parent4,0.03900138,0.010336178
Hilsman,school_parent4,0.034372381,0.009641462
BHL,school_ged0,0.93697209,0.014589628
Clarke,school_ged0,0.984345257,0.004283714
Coile,school_ged0,0.932168943,0.013714204
Hilsman,school_ged0,0.943275624,0.012270292
BHL,school_ged1,0.024971644,0.009777714
Clarke,school_ged1,0.010677171,0.003367676
Coile,school_ged1,0.043399924,0.011560542
Hilsman,school_ged1,0.021063946,0.006933254
BHL,school_ged2,0.019359725,0.008066553
Clarke,school_ged2,0.001245164,8.73E-04
Coile,school_ged2,0.013409622,0.005797118
Hilsman,school_ged2,0.015349876,0.0067718
BHL,school_ged3,0.012264541,0.006983399
Clarke,school_ged3,0.002487244,0.002487174
Coile,school_ged3,0.006667154,0.004685855
Hilsman,school_ged3,0.003552437,0.003551615
BHL,school_ged4,0.006432001,0.004704778
Clarke,school_ged4,0.001245164,8.73E-04
Coile,school_ged4,0.004354356,0.002677124
Hilsman,school_ged4,0.016758117,0.007191528
BHL,school_literacy0,0.913066506,0.017523403
Clarke,school_literacy0,0.954498916,0.011508638
Coile,school_literacy0,0.909581666,0.015642013
Hilsman,school_literacy0,0.909115223,0.015244169
BHL,school_literacy1,0.032353278,0.011206103
Clarke,school_literacy1,0.01704787,0.007123513
Coile,school_literacy1,0.044914051,0.011635638
Hilsman,school_literacy1,0.033897469,0.009493379
BHL,school_literacy2,0.031577887,0.010799304
Clarke,school_literacy2,0.006919268,0.003322115
Coile,school_literacy2,0.019587822,0.006766959
Hilsman,school_literacy2,0.032976564,0.009774048
BHL,school_literacy3,0.010642099,0.006266232
Clarke,school_literacy3,0.011291085,0.006856093
Coile,school_literacy3,0.015163302,0.006223618
Hilsman,school_literacy3,0.007177263,0.004048574
BHL,school_literacy4,0.01236023,0.00710069
Clarke,school_literacy4,0.010242861,0.005315492
Coile,school_literacy4,0.010753159,0.006931177
Hilsman,school_literacy4,0.016833481,0.007223589
BHL,school_health0,0.864534715,0.02054241
Clarke,school_health0,0.92613079,0.012646387
Coile,school_health0,0.798879076,0.022021094
Hilsman,school_health0,0.827513881,0.020208909
BHL,school_health1,0.049224618,0.013465109
Clarke,school_health1,0.026742026,0.007256698
Coile,school_health1,0.070437962,0.013882248
Hilsman,school_health1,0.073032849,0.014313374
BHL,school_health2,0.057820482,0.013987669
Clarke,school_health2,0.025967729,0.007405799
Coile,school_health2,0.0636913,0.014198284
Hilsman,school_health2,0.055917567,0.012226083
BHL,school_health3,0.020072268,0.007768273
Clarke,school_health3,0.009125595,0.004521209
Coile,school_health3,0.038691731,0.010337876
Hilsman,school_health3,0.022013559,0.007831549
BHL,school_health4,0.008347917,0.00579279
Clarke,school_health4,0.01203386,0.00646847
Coile,school_health4,0.028299931,0.008964405
Hilsman,school_health4,0.021522144,0.007838159
BHL,school_nut0,0.887902941,0.018839257
Clarke,school_nut0,0.93542869,0.012571381
Coile,school_nut0,0.824972706,0.019727221
Hilsman,school_nut0,0.869805835,0.01746791
BHL,school_nut1,0.050161614,0.013525521
Clarke,school_nut1,0.026197397,0.008513889
Coile,school_nut1,0.079338448,0.01475863
Hilsman,school_nut1,0.052099924,0.012024942
BHL,school_nut2,0.039973415,0.011633402
Clarke,school_nut2,0.023173058,0.007110721
Coile,school_nut2,0.05561852,0.012171018
Hilsman,school_nut2,0.036629931,0.0094223
BHL,school_nut3,0.006639247,0.004745288
Clarke,school_nut3,0.005235358,0.001789268
Coile,school_nut3,0.019300787,0.0063172
Hilsman,school_nut3,0.024806831,0.008346452
BHL,school_nut4,0.015322783,0.007074135
Clarke,school_nut4,0.009965497,0.006387751
Coile,school_nut4,0.02076954,0.007854591
Hilsman,school_nut4,0.016657479,0.006956969
BHL,school_esl0,0.926799591,0.015854382
Clarke,school_esl0,0.970601937,0.008723142
Coile,school_esl0,0.914272855,0.013844225
Hilsman,school_esl0,0.947994834,0.011450809
BHL,school_esl1,0.023305721,0.009272273
Clarke,school_esl1,0.006090117,0.001975764
Coile,school_esl1,0.04088248,0.010258532
Hilsman,school_esl1,0.025083044,0.007888357
BHL,school_esl2,0.019789875,0.008858436
Clarke,school_esl2,0.014786454,0.007302418
Coile,school_esl2,0.03408195,0.00924092
Hilsman,school_esl2,0.011139425,0.00493242
BHL,school_esl3,0.023619788,0.009103516
Clarke,school_esl3,0.00436042,0.002707036
Coile,school_esl3,0.006261641,0.003248303
Hilsman,school_esl3,0.001378434,7.82E-04
BHL,school_esl4,0.006485025,0.00474368
Clarke,school_esl4,0.004161072,0.00359207
Coile,school_esl4,0.004501073,0.002265961
Hilsman,school_esl4,0.014404262,0.006907283
BHL,schoolclean0,0.013671572,0.00714113
Clarke,schoolclean0,0.010176384,0.005281235
Coile,schoolclean0,0.025029951,0.009647104
Hilsman,schoolclean0,0.006000288,0.003841884
BHL,schoolclean1,0.037321463,0.012422296
Clarke,schoolclean1,0.021780593,0.008979048
Coile,schoolclean1,0.015210669,0.007629779
Hilsman,schoolclean1,0.038511324,0.010283421
BHL,schoolclean2,0.132520896,0.021221443
Clarke,schoolclean2,0.138952813,0.022832185
Coile,schoolclean2,0.163877123,0.023908602
Hilsman,schoolclean2,0.160285201,0.02054067
BHL,schoolclean3,0.476565781,0.031420328
Clarke,schoolclean3,0.419435361,0.030170529
Coile,schoolclean3,0.41424144,0.028733467
Hilsman,schoolclean3,0.458745093,0.027740215
BHL,schoolclean4,0.227967346,0.026206699
Clarke,schoolclean4,0.300696498,0.028631767
Coile,schoolclean4,0.20425533,0.022369189
Hilsman,schoolclean4,0.186827901,0.021523748
BHL,schoolclean9,0.111952943,0.019266407
Clarke,schoolclean9,0.108958352,0.017048526
Coile,schoolclean9,0.177385488,0.024560501
Hilsman,schoolclean9,0.149630193,0.019912796
BHL,schoolpride0,0.018042595,0.008995837
Clarke,schoolpride0,0.013191087,0.006353114
Coile,schoolpride0,0.040105997,0.013427998
Hilsman,schoolpride0,0.018012153,0.006957978
BHL,schoolpride1,0.056731133,0.014316994
Clarke,schoolpride1,0.043860112,0.013569927
Coile,schoolpride1,0.031319131,0.011659846
Hilsman,schoolpride1,0.045072064,0.011780405
BHL,schoolpride2,0.295662121,0.029182701
Clarke,schoolpride2,0.28861324,0.028488713
Coile,schoolpride2,0.302760289,0.028755194
Hilsman,schoolpride2,0.35078048,0.027069265
BHL,schoolpride3,0.343675407,0.029980228
Clarke,schoolpride3,0.279558175,0.027593454
Coile,schoolpride3,0.306335739,0.027430645
Hilsman,schoolpride3,0.298883506,0.025378605
BHL,schoolpride4,0.176895934,0.024301258
Clarke,schoolpride4,0.274306546,0.028153145
Coile,schoolpride4,0.184728577,0.022599857
Hilsman,schoolpride4,0.154597698,0.020336737
BHL,schoolpride9,0.108992811,0.019906244
Clarke,schoolpride9,0.10047084,0.017716173
Coile,schoolpride9,0.134750267,0.022111823
Hilsman,schoolpride9,0.132654099,0.019180224
BHL,schoolconnect0,0.07460673,0.016947275
Clarke,schoolconnect0,0.080407807,0.017757479
Coile,schoolconnect0,0.080006626,0.017957998
Hilsman,schoolconnect0,0.102009649,0.017216112
BHL,schoolconnect1,0.130268403,0.021377347
Clarke,schoolconnect1,0.132153078,0.021305316
Coile,schoolconnect1,0.116282814,0.020604575
Hilsman,schoolconnect1,0.134573415,0.019127983
BHL,schoolconnect2,0.354026557,0.030685397
Clarke,schoolconnect2,0.321358935,0.028815492
Coile,schoolconnect2,0.291011609,0.028335953
Hilsman,schoolconnect2,0.357213731,0.026914851
BHL,schoolconnect3,0.21995567,0.026001932
Clarke,schoolconnect3,0.195216584,0.024240545
Coile,schoolconnect3,0.229027645,0.024749436
Hilsman,schoolconnect3,0.153814113,0.019610745
BHL,schoolconnect4,0.126212434,0.021362958
Clarke,schoolconnect4,0.181148825,0.024655345
Coile,schoolconnect4,0.157150744,0.020693753
Hilsman,schoolconnect4,0.131687731,0.018532936
BHL,schoolconnect9,0.094930206,0.018741681
Clarke,schoolconnect9,0.089714771,0.016641835
Coile,schoolconnect9,0.126520562,0.021801978
Hilsman,schoolconnect9,0.120701362,0.018394268
BHL,schoolinvolve0,0.065944079,0.015597816
Clarke,schoolinvolve0,0.062383086,0.014079055
Coile,schoolinvolve0,0.067935311,0.015522506
Hilsman,schoolinvolve0,0.057884501,0.01330634
BHL,schoolinvolve1,0.155200489,0.023704938
Clarke,schoolinvolve1,0.143284896,0.022400871
Coile,schoolinvolve1,0.148251118,0.02335372
Hilsman,schoolinvolve1,0.142796313,0.020087579
BHL,schoolinvolve2,0.347572256,0.030424847
Clarke,schoolinvolve2,0.398638594,0.030867349
Coile,schoolinvolve2,0.303437111,0.029066338
Hilsman,schoolinvolve2,0.391170145,0.027616582
BHL,schoolinvolve3,0.21251392,0.025780134
Clarke,schoolinvolve3,0.212254354,0.0251711
Coile,schoolinvolve3,0.22243498,0.024480155
Hilsman,schoolinvolve3,0.202182421,0.022093157
BHL,schoolinvolve4,0.088047583,0.017906897
Clarke,schoolinvolve4,0.090296721,0.017233191
Coile,schoolinvolve4,0.146257673,0.020481644
Hilsman,schoolinvolve4,0.083282132,0.014637947
BHL,schoolinvolve9,0.130721674,0.021503756
Clarke,schoolinvolve9,0.093142348,0.016843499
Coile,schoolinvolve9,0.111683807,0.02085448
Hilsman,schoolinvolve9,0.122684488,0.01850016
BHL,schools_dogood0,0.041232473,0.012210787
Clarke,schools_dogood0,0.027309807,0.010071942
Coile,schools_dogood0,0.02695072,0.008850633
Hilsman,schools_dogood0,0.011817131,0.004927966
BHL,schools_dogood1,0.074587045,0.016893206
Clarke,schools_dogood1,0.053075795,0.014530666
Coile,schools_dogood1,0.030015848,0.010795296
Hilsman,schools_dogood1,0.055760715,0.012680745
BHL,schools_dogood2,0.235965964,0.027253151
Clarke,schools_dogood2,0.230560466,0.025925233
Coile,schools_dogood2,0.297328964,0.029065898
Hilsman,schools_dogood2,0.28637682,0.025508896
BHL,schools_dogood3,0.30154777,0.02922007
Clarke,schools_dogood3,0.315311091,0.029192817
Coile,schools_dogood3,0.27832355,0.027241554
Hilsman,schools_dogood3,0.306138339,0.025365707
BHL,schools_dogood4,0.166367571,0.024067594
Clarke,schools_dogood4,0.233514517,0.02702592
Coile,schools_dogood4,0.20124084,0.024161433
Hilsman,schools_dogood4,0.143375705,0.019591319
BHL,schools_dogood9,0.180299177,0.024521592
Clarke,schools_dogood9,0.140228324,0.020759023
Coile,schools_dogood9,0.166140077,0.023649042
Hilsman,schools_dogood9,0.196531292,0.02247135
BHL,safe_elem0,0.018808645,0.008640406
Clarke,safe_elem0,0.011188867,0.007194518
Coile,safe_elem0,0.016584626,0.00725677
Hilsman,safe_elem0,0.004247965,0.002516934
BHL,safe_elem1,0.031819634,0.010894318
Clarke,safe_elem1,0.012792464,0.005253542
Coile,safe_elem1,0.040527057,0.013069422
Hilsman,safe_elem1,0.043467555,0.011577575
BHL,safe_elem2,0.173793766,0.024250824
Clarke,safe_elem2,0.188588923,0.025242684
Coile,safe_elem2,0.190291155,0.02506494
Hilsman,safe_elem2,0.19459688,0.022291983
BHL,safe_elem3,0.354589828,0.030294751
Clarke,safe_elem3,0.306011328,0.028178034
Coile,safe_elem3,0.36641017,0.028184063
Hilsman,safe_elem3,0.356367727,0.026588869
BHL,safe_elem4,0.198566628,0.025447931
Clarke,safe_elem4,0.283253138,0.028105338
Coile,safe_elem4,0.16613424,0.021370529
Hilsman,safe_elem4,0.155450133,0.020007778
BHL,safe_elem9,0.222421499,0.026158048
Clarke,safe_elem9,0.19816528,0.023289316
Coile,safe_elem9,0.220052752,0.025904468
Hilsman,safe_elem9,0.24586974,0.024101741
BHL,safe_middle0,0.023634666,0.00981704
Clarke,safe_middle0,0.018646278,0.008352676
Coile,safe_middle0,0.028709899,0.009122977
Hilsman,safe_middle0,0.013141041,0.005883942
BHL,safe_middle1,0.089423403,0.018113657
Clarke,safe_middle1,0.086952584,0.017743922
Coile,safe_middle1,0.07279427,0.016211626
Hilsman,safe_middle1,0.079489462,0.01514026
BHL,safe_middle2,0.220625075,0.026433227
Clarke,safe_middle2,0.2590253,0.027945586
Coile,safe_middle2,0.240019201,0.026835715
Hilsman,safe_middle2,0.284390369,0.025390931
BHL,safe_middle3,0.298016027,0.029025944
Clarke,safe_middle3,0.278212633,0.026654249
Coile,safe_middle3,0.311264701,0.027584661
Hilsman,safe_middle3,0.296567416,0.025205882
BHL,safe_middle4,0.102639903,0.019323935
Clarke,safe_middle4,0.101480008,0.019006174
Coile,safe_middle4,0.072332142,0.013384113
Hilsman,safe_middle4,0.065021845,0.013379721
BHL,safe_middle9,0.265660925,0.027817851
Clarke,safe_middle9,0.255683197,0.026919618
Coile,safe_middle9,0.274879787,0.028021773
Hilsman,safe_middle9,0.261389867,0.024653794
BHL,safe_high0,0.070482341,0.016133918
Clarke,safe_high0,0.039927702,0.012417934
Coile,safe_high0,0.05994974,0.013810416
Hilsman,safe_high0,0.074949113,0.014594378
BHL,safe_high1,0.127807758,0.021418566
Clarke,safe_high1,0.144271296,0.021818882
Coile,safe_high1,0.129344496,0.020572665
Hilsman,safe_high1,0.153282638,0.020372848
BHL,safe_high2,0.243375262,0.027695424
Clarke,safe_high2,0.26575442,0.027780622
Coile,safe_high2,0.255093079,0.027312446
Hilsman,safe_high2,0.304431789,0.025910771
BHL,safe_high3,0.219256281,0.02607503
Clarke,safe_high3,0.217262915,0.024637422
Coile,safe_high3,0.245073923,0.025458404
Hilsman,safe_high3,0.185162707,0.021257074
BHL,safe_high4,0.068848674,0.016167357
Clarke,safe_high4,0.069466905,0.016614579
Coile,safe_high4,0.062175864,0.012750701
Hilsman,safe_high4,0.045202972,0.011260046
BHL,safe_high9,0.270229684,0.02823229
Clarke,safe_high9,0.263316762,0.027232202
Coile,safe_high9,0.248362898,0.027254347
Hilsman,safe_high9,0.236970781,0.023984993
BHL,schoolwelcome0,0.024395069,0.009576562
Clarke,schoolwelcome0,0.013326475,0.00797833
Coile,schoolwelcome0,0.014810008,0.006814898
Hilsman,schoolwelcome0,0.003547123,0.002496112
BHL,schoolwelcome1,0.053745839,0.014417353
Clarke,schoolwelcome1,0.041159468,0.012103537
Coile,schoolwelcome1,0.040517579,0.011777849
Hilsman,schoolwelcome1,0.056628032,0.012749298
BHL,schoolwelcome2,0.235235046,0.027295228
Clarke,schoolwelcome2,0.226282228,0.02701376
Coile,schoolwelcome2,0.263206761,0.02768567
Hilsman,schoolwelcome2,0.296736488,0.025766972
BHL,schoolwelcome3,0.323858837,0.029757022
Clarke,schoolwelcome3,0.318986714,0.028961185
Coile,schoolwelcome3,0.312612795,0.02738505
Hilsman,schoolwelcome3,0.294495458,0.02538285
BHL,schoolwelcome4,0.124771578,0.020921726
Clarke,schoolwelcome4,0.175310533,0.023911946
Coile,schoolwelcome4,0.130002111,0.018701318
Hilsman,schoolwelcome4,0.093664601,0.016052851
BHL,schoolwelcome9,0.237993632,0.027137419
Clarke,schoolwelcome9,0.224934582,0.024913097
Coile,schoolwelcome9,0.238850747,0.026956143
Hilsman,schoolwelcome9,0.254928297,0.024696264
BHL,gang_present0,0.320384847,0.057869406
Clarke,gang_present0,0.340307498,0.053548493
Coile,gang_present0,0.332152624,0.046877049
Hilsman,gang_present0,0.28274117,0.055325852
BHL,gang_present1,0.258520462,0.055771356
Clarke,gang_present1,0.213106889,0.042312439
Coile,gang_present1,0.262523681,0.046310719
Hilsman,gang_present1,0.290435789,0.055861054
BHL,gang_present9,0.421094691,0.062512716
Clarke,gang_present9,0.446585613,0.056037577
Coile,gang_present9,0.405323695,0.049454176
Hilsman,gang_present9,0.426823041,0.059267734
BHL,gang_fight0,0.332082961,0.058564781
Clarke,gang_fight0,0.382751516,0.054987591
Coile,gang_fight0,0.376433839,0.049612585
Hilsman,gang_fight0,0.254930611,0.053622036
BHL,gang_fight1,0.184638892,0.049773092
Clarke,gang_fight1,0.168895576,0.039324285
Coile,gang_fight1,0.266856383,0.045230716
Hilsman,gang_fight1,0.326882121,0.057599045
BHL,gang_fight9,0.483278147,0.063351137
Clarke,gang_fight9,0.448352909,0.056209865
Coile,gang_fight9,0.356709778,0.049276278
Hilsman,gang_fight9,0.418187268,0.059505959
BHL,gang_drugs0,0.30637061,0.05683725
Clarke,gang_drugs0,0.355837751,0.054247278
Coile,gang_drugs0,0.338629344,0.047905981
Hilsman,gang_drugs0,0.292201392,0.055981444
BHL,gang_drugs1,0.117887116,0.040176118
Clarke,gang_drugs1,0.115951961,0.030194713
Coile,gang_drugs1,0.17563468,0.037561489
Hilsman,gang_drugs1,0.155065956,0.04554358
BHL,gang_drugs9,0.575742274,0.061117763
Clarke,gang_drugs9,0.528210288,0.056092823
Coile,gang_drugs9,0.485735976,0.050950212
Hilsman,gang_drugs9,0.552732652,0.060472468
BHL,learn_expect0,0.001272309,9.01E-04
Clarke,learn_expect0,0.031013369,0.017816272
Coile,learn_expect0,0.011927001,0.01187762
Hilsman,learn_expect0,0.003265426,0.002307344
BHL,learn_expect1,0.07240315,0.032597485
Clarke,learn_expect1,0.030014007,0.017368734
Coile,learn_expect1,0.055190107,0.022913447
Hilsman,learn_expect1,0.018209706,0.018066414
BHL,learn_expect2,0.093058282,0.037130537
Clarke,learn_expect2,0.081096809,0.033987789
Coile,learn_expect2,0.009998494,0.006570846
Hilsman,learn_expect2,0.005635115,0.003339499
BHL,learn_expect3,0.488371295,0.062570045
Clarke,learn_expect3,0.418840219,0.054827307
Coile,learn_expect3,0.370152736,0.048935724
Hilsman,learn_expect3,0.480201048,0.0615784
BHL,learn_expect4,0.344894964,0.059348723
Clarke,learn_expect4,0.439035596,0.056961229
Coile,learn_expect4,0.552731663,0.050353358
Hilsman,learn_expect4,0.492688706,0.0614213
BHL,learn_confident0,0.001273119,9.01E-04
Clarke,learn_confident0,0.020808132,0.013318631
Coile,learn_confident0,0.005888801,0.005895502
Hilsman,learn_confident0,0.005749193,0.003408213
BHL,learn_confident1,0.053054077,0.026879904
Clarke,learn_confident1,0.011004391,0.009070834
Coile,learn_confident1,0.050825457,0.020940405
Hilsman,learn_confident1,0.039858701,0.022678335
BHL,learn_confident2,0.06727077,0.032518073
Clarke,learn_confident2,0.064654358,0.027657446
Coile,learn_confident2,0.024458837,0.013544728
Hilsman,learn_confident2,0.056107538,0.027472461
BHL,learn_confident3,0.448443812,0.062788176
Clarke,learn_confident3,0.311636164,0.050584911
Coile,learn_confident3,0.425086196,0.05093416
Hilsman,learn_confident3,0.371860132,0.059932555
BHL,learn_confident4,0.429958223,0.062724063
Clarke,learn_confident4,0.591896955,0.054659294
Coile,learn_confident4,0.49374071,0.051174187
Hilsman,learn_confident4,0.526424436,0.061920319
BHL,educ_success0,0.011119373,0.009872854
Clarke,educ_success0,0.018605071,0.013131241
Coile,educ_success0,0.012026436,0.011976644
Hilsman,educ_success0,0.021789416,0.013221506
BHL,educ_success1,0.085589724,0.037245962
Clarke,educ_success1,0.031479084,0.018190689
Coile,educ_success1,0.04655924,0.02590534
Hilsman,educ_success1,0.072622291,0.032611859
BHL,educ_success2,0.094676032,0.037512205
Clarke,educ_success2,0.102867654,0.033322097
Coile,educ_success2,0.05996459,0.021942991
Hilsman,educ_success2,0.088772442,0.033921325
BHL,educ_success3,0.350265642,0.059763515
Clarke,educ_success3,0.47448733,0.057629047
Coile,educ_success3,0.356036825,0.0485648
Hilsman,educ_success3,0.354300472,0.059472263
BHL,educ_success4,0.458349229,0.063397629
Clarke,educ_success4,0.372560861,0.056441256
Coile,educ_success4,0.525412909,0.051197716
Hilsman,educ_success4,0.462515379,0.061656066
BHL,educ_achieve1,0.110875285,0.024675118
Clarke,educ_achieve1,0.038727698,0.009927371
Coile,educ_achieve1,0.140689645,0.023331492
Hilsman,educ_achieve1,0.093350196,0.019978622
BHL,educ_achieve2,0.007244269,0.005089844
Clarke,educ_achieve2,0.004253726,0.004251116
Coile,educ_achieve2,9.79E-04,9.80E-04
Hilsman,educ_achieve2,0,0
BHL,educ_achieve3,0.055517226,0.017579321
Clarke,educ_achieve3,0.011043106,0.005466053
Coile,educ_achieve3,0.071403228,0.020041122
Hilsman,educ_achieve3,0.079190749,0.019656932
BHL,educ_achieve4,0.517934366,0.03889841
Clarke,educ_achieve4,0.48519513,0.038398419
Coile,educ_achieve4,0.408055329,0.035981692
Hilsman,educ_achieve4,0.449484882,0.035351183
BHL,educ_achieve5,0.308428854,0.035845119
Clarke,educ_achieve5,0.460780339,0.038258207
Coile,educ_achieve5,0.378873083,0.036019039
Hilsman,educ_achieve5,0.377974174,0.03456959
BHL,read0,0.128667164,0.020630298
Clarke,read0,0.088886381,0.016767241
Coile,read0,0.222913966,0.026240711
Hilsman,read0,0.118100985,0.017612765
BHL,read1,0.871332836,0.020630298
Clarke,read1,0.911113619,0.016767241
Coile,read1,0.777086034,0.026240711
Hilsman,read1,0.881899015,0.017612765
BHL,hobby0,0.327126437,0.029115958
Clarke,hobby0,0.261769848,0.026293426
Coile,hobby0,0.299064052,0.026147968
Hilsman,hobby0,0.291405113,0.025045024
BHL,hobby1,0.672873563,0.029115958
Clarke,hobby1,0.738230152,0.026293426
Coile,hobby1,0.700935948,0.026147968
Hilsman,hobby1,0.708594887,0.025045024
BHL,newskill0,0.522056138,0.031881041
Clarke,newskill0,0.478316226,0.030972108
Coile,newskill0,0.487731636,0.030324675
Hilsman,newskill0,0.478662845,0.027927054
BHL,newskill1,0.477943862,0.031881041
Clarke,newskill1,0.521683774,0.030972108
Coile,newskill1,0.512268364,0.030324675
Hilsman,newskill1,0.521337155,0.027927054
BHL,ollicourse0,0.94446862,0.015031345
Clarke,ollicourse0,0.94836873,0.013747706
Coile,ollicourse0,0.978963166,0.008116137
Hilsman,ollicourse0,0.941297808,0.013307272
BHL,ollicourse1,0.05553138,0.015031345
Clarke,ollicourse1,0.05163127,0.013747706
Coile,ollicourse1,0.021036834,0.008116137
Hilsman,ollicourse1,0.058702192,0.013307272
BHL,churchclass0,0.724001176,0.028424079
Clarke,churchclass0,0.767537535,0.026217047
Coile,churchclass0,0.737137804,0.026021605
Hilsman,churchclass0,0.733528444,0.024411971
BHL,churchclass1,0.275998824,0.028424079
Clarke,churchclass1,0.232462465,0.026217047
Coile,churchclass1,0.262862196,0.026021605
Hilsman,churchclass1,0.266471556,0.024411971
BHL,lecture_uga0,0.782495477,0.026566324
Clarke,lecture_uga0,0.660592237,0.029547527
Coile,lecture_uga0,0.828575434,0.024889404
Hilsman,lecture_uga0,0.73947785,0.024835511
BHL,lecture_uga1,0.217504523,0.026566324
Clarke,lecture_uga1,0.339407763,0.029547527
Coile,lecture_uga1,0.171424566,0.024889404
Hilsman,lecture_uga1,0.26052215,0.024835511
BHL,other0,0.896389744,0.019684716
Clarke,other0,0.883887349,0.019841613
Coile,other0,0.944861328,0.014088802
Hilsman,other0,0.918726,0.014893916
BHL,other1,0.103610256,0.019684716
Clarke,other1,0.116112651,0.019841613
Coile,other1,0.055138672,0.014088802
Hilsman,other1,0.081274,0.014893916
BHL,childcare0,0.585531882,0.050260117
Clarke,childcare0,0.536529102,0.048102271
Coile,childcare0,0.556342322,0.044933805
Hilsman,childcare0,0.619798047,0.050272199
BHL,childcare1,0.414468118,0.050260117
Clarke,childcare1,0.463470898,0.048102271
Coile,childcare1,0.443657678,0.044933805
Hilsman,childcare1,0.380201953,0.050272199
BHL,center0,0.66267296,0.070289884
Clarke,center0,0.77464271,0.047932477
Coile,center0,0.736439455,0.059860236
Hilsman,center0,0.674474458,0.07104855
BHL,center1,0.33732704,0.070289884
Clarke,center1,0.22535729,0.047932477
Coile,center1,0.263560545,0.059860236
Hilsman,center1,0.325525542,0.07104855
BHL,familyfriend0,0.762937286,0.062220224
Clarke,familyfriend0,0.779889069,0.051634194
Coile,familyfriend0,0.693545624,0.058047175
Hilsman,familyfriend0,0.738912229,0.066603832
BHL,familyfriend1,0.237062714,0.062220224
Clarke,familyfriend1,0.220110931,0.051634194
Coile,familyfriend1,0.306454376,0.058047175
Hilsman,familyfriend1,0.261087771,0.066603832
BHL,grandparent0,0.631972336,0.070876699
Clarke,grandparent0,0.650030842,0.058337296
Coile,grandparent0,0.681834955,0.061988168
Hilsman,grandparent0,0.616640115,0.071682559
BHL,grandparent1,0.368027664,0.070876699
Clarke,grandparent1,0.349969158,0.058337296
Coile,grandparent1,0.318165045,0.061988168
Hilsman,grandparent1,0.383359885,0.071682559
BHL,relativeother0,0.918508384,0.04101187
Clarke,relativeother0,0.921114598,0.029104002
Coile,relativeother0,0.848207601,0.043991162
Hilsman,relativeother0,0.88196874,0.04894322
BHL,relativeother1,0.081491616,0.04101187
Clarke,relativeother1,0.078885402,0.029104002
Coile,relativeother1,0.151792399,0.043991162
Hilsman,relativeother1,0.11803126,0.04894322
BHL,afterschool0,0.571136159,0.073360084
Clarke,afterschool0,0.629961495,0.058385235
Coile,afterschool0,0.771871726,0.054607772
Hilsman,afterschool0,0.730213718,0.068724166
BHL,afterschool1,0.428863841,0.073360084
Clarke,afterschool1,0.370038505,0.058385235
Coile,afterschool1,0.228128274,0.054607772
Hilsman,afterschool1,0.269786282,0.068724166
BHL,other_childcare0,0.902500376,0.04230329
Clarke,other_childcare0,0.898090848,0.040471991
Coile,other_childcare0,0.965454773,0.021008386
Hilsman,other_childcare0,0.963552718,0.029164514
BHL,other_childcare1,0.097499624,0.04230329
Clarke,other_childcare1,0.101909152,0.040471991
Coile,other_childcare1,0.034545227,0.021008386
Hilsman,other_childcare1,0.036447282,0.029164514
BHL,childcare_afford0,0.10124027,0.049231535
Clarke,childcare_afford0,0.02234245,0.016215123
Coile,childcare_afford0,0.152912544,0.050803399
Hilsman,childcare_afford0,0.072552425,0.044266849
BHL,childcare_afford1,0.226560779,0.064277088
Clarke,childcare_afford1,0.06636872,0.029983694
Coile,childcare_afford1,0.166048118,0.057237733
Hilsman,childcare_afford1,0.057589878,0.036648531
BHL,childcare_afford2,0.087311755,0.047021673
Clarke,childcare_afford2,0.247554895,0.06471628
Coile,childcare_afford2,0.105554402,0.037563503
Hilsman,childcare_afford2,0.092211765,0.045566944
BHL,childcare_afford3,0.394126481,0.078782947
Clarke,childcare_afford3,0.249621407,0.058095156
Coile,childcare_afford3,0.263259416,0.058431382
Hilsman,childcare_afford3,0.410067537,0.081882068
BHL,childcare_afford4,0.190760714,0.0632722
Clarke,childcare_afford4,0.414112529,0.072651261
Coile,childcare_afford4,0.312225519,0.064956704
Hilsman,childcare_afford4,0.367578395,0.0793796
BHL,childcare_flexible0,0.05859487,0.03428565
Clarke,childcare_flexible0,0.003391615,0.003412416
Coile,childcare_flexible0,0.054514691,0.028072416
Hilsman,childcare_flexible0,0.004240355,0.004281281
