middleschool,variable.x,pct,pctse
Coile,influenceathens3,0.340827365,0.028960128
Hilsman,influenceathens3,0.408638572,0.027228636
BHL,influenceathens4,0.080113678,0.016963033
Clarke,influenceathens4,0.118326899,0.020622652
Coile,influenceathens4,0.106506703,0.017240998
Hilsman,influenceathens4,0.064024511,0.012394448
BHL,effortathens0,0.05288161,0.012841454
Clarke,effortathens0,0.032281188,0.011259497
Coile,effortathens0,0.026862503,0.008569527
Hilsman,effortathens0,0.028117205,0.008562268
BHL,effortathens1,0.197417982,0.02441919
Clarke,effortathens1,0.148096897,0.022200568
Coile,effortathens1,0.205330878,0.025295132
Hilsman,effortathens1,0.195876156,0.022217121
BHL,effortathens2,0.381690713,0.029871818
Clarke,effortathens2,0.393749537,0.030265401
Coile,effortathens2,0.353275534,0.028834052
Hilsman,effortathens2,0.391454424,0.027271654
BHL,effortathens3,0.295552455,0.027755095
Clarke,effortathens3,0.294444564,0.027125688
Coile,effortathens3,0.318022166,0.028437827
Hilsman,effortathens3,0.318134272,0.026053482
BHL,effortathens4,0.072457239,0.016018174
Clarke,effortathens4,0.131427814,0.021302208
Coile,effortathens4,0.09650892,0.017678693
Hilsman,effortathens4,0.066417942,0.013179681
BHL,relig_guide0,0.219774908,0.026050499
Clarke,relig_guide0,0.296266027,0.027757877
Coile,relig_guide0,0.233360355,0.026236035
Hilsman,relig_guide0,0.343054645,0.026259813
BHL,relig_guide1,0.253757136,0.026651908
Clarke,relig_guide1,0.250290533,0.027094089
Coile,relig_guide1,0.248994648,0.026084601
Hilsman,relig_guide1,0.232680478,0.023216473
BHL,relig_guide2,0.163706352,0.02310531
Clarke,relig_guide2,0.188731188,0.025089327
Coile,relig_guide2,0.16929237,0.021609417
Hilsman,relig_guide2,0.135912752,0.018434478
BHL,relig_guide3,0.362761604,0.029626379
Clarke,relig_guide3,0.264712252,0.02571601
Coile,relig_guide3,0.348352627,0.028101132
Hilsman,relig_guide3,0.288352125,0.024809832
BHL,ever_attend_relig0,0.379784233,0.029682132
Clarke,ever_attend_relig0,0.459513746,0.030487313
Coile,ever_attend_relig0,0.387891951,0.029373454
Hilsman,ever_attend_relig0,0.452897948,0.027394785
BHL,ever_attend_relig1,0.620215767,0.029682132
Clarke,ever_attend_relig1,0.540486254,0.030487313
Coile,ever_attend_relig1,0.612108049,0.029373454
Hilsman,ever_attend_relig1,0.547102052,0.027394785
BHL,freq_relig0,0.018100414,0.009052343
Clarke,freq_relig0,0.020488761,0.009742549
Coile,freq_relig0,0.00861597,0.006431745
Hilsman,freq_relig0,0.024006143,0.011368068
BHL,freq_relig1,0.212391558,0.031726654
Clarke,freq_relig1,0.236123996,0.035739982
Coile,freq_relig1,0.285913632,0.033499131
Hilsman,freq_relig1,0.178935945,0.028118558
BHL,freq_relig2,0.154353698,0.027281746
Clarke,freq_relig2,0.145220106,0.027667228
Coile,freq_relig2,0.227074084,0.03216022
Hilsman,freq_relig2,0.215965303,0.030531887
BHL,freq_relig3,0.203308415,0.031365699
Clarke,freq_relig3,0.19374351,0.034765139
Coile,freq_relig3,0.135355751,0.024496873
Hilsman,freq_relig3,0.139256982,0.025463201
BHL,freq_relig4,0.411845916,0.038090101
Clarke,freq_relig4,0.404423627,0.041577768
Coile,freq_relig4,0.343040563,0.034974442
Hilsman,freq_relig4,0.441835627,0.036759489
BHL,churchmember0,0.349180099,0.029223909
Clarke,churchmember0,0.371931047,0.02903105
Coile,churchmember0,0.364434674,0.029231002
Hilsman,churchmember0,0.333545407,0.026089535
BHL,churchmember1,0.650819901,0.029223909
Clarke,churchmember1,0.628068953,0.02903105
Coile,churchmember1,0.635565326,0.029231002
Hilsman,churchmember1,0.666454593,0.026089535
BHL,satisfy_life0,0.019368,0.008477644
Clarke,satisfy_life0,0.008019944,0.003209779
Coile,satisfy_life0,0.015159399,0.008559515
Hilsman,satisfy_life0,0.029549573,0.009531214
BHL,satisfy_life1,0.131995853,0.019933074
Clarke,satisfy_life1,0.127613088,0.020527471
Coile,satisfy_life1,0.138748922,0.019903846
Hilsman,satisfy_life1,0.123443264,0.017883416
BHL,satisfy_life2,0.557341802,0.030623211
Clarke,satisfy_life2,0.506288576,0.030482611
Coile,satisfy_life2,0.513383162,0.029928664
Hilsman,satisfy_life2,0.529591541,0.02747303
BHL,satisfy_life3,0.291294344,0.02813386
Clarke,satisfy_life3,0.358078392,0.029890399
Coile,satisfy_life3,0.332708516,0.028388845
Hilsman,satisfy_life3,0.317415622,0.025694046
BHL,satisfy_home0,0.015099023,0.007590713
Clarke,satisfy_home0,0.011607936,0.006814558
Coile,satisfy_home0,0.009364312,0.006399745
Hilsman,satisfy_home0,0.025874889,0.008834221
BHL,satisfy_home1,0.108993686,0.018952498
Clarke,satisfy_home1,0.115642779,0.01970291
Coile,satisfy_home1,0.153042496,0.020996977
Hilsman,satisfy_home1,0.090910009,0.01551976
BHL,satisfy_home2,0.519473289,0.03069077
Clarke,satisfy_home2,0.468247612,0.029974479
Coile,satisfy_home2,0.423483714,0.029935201
Hilsman,satisfy_home2,0.464170714,0.027520975
BHL,satisfy_home3,0.356434002,0.029601998
Clarke,satisfy_home3,0.404501673,0.030447627
Coile,satisfy_home3,0.414109478,0.029585103
Hilsman,satisfy_home3,0.419044388,0.027280338
BHL,satisfy_job0,0.029915277,0.012010937
Clarke,satisfy_job0,0.036953906,0.013922981
Coile,satisfy_job0,0.031159761,0.010250656
Hilsman,satisfy_job0,0.050302062,0.014271107
BHL,satisfy_job1,0.242914893,0.032985883
Clarke,satisfy_job1,0.162559115,0.026593435
Coile,satisfy_job1,0.179252337,0.027699207
Hilsman,satisfy_job1,0.212485468,0.027826757
BHL,satisfy_job2,0.517968568,0.038551407
Clarke,satisfy_job2,0.528968133,0.036036687
Coile,satisfy_job2,0.527715877,0.035493391
Hilsman,satisfy_job2,0.518615169,0.033778695
BHL,satisfy_job3,0.209201262,0.031742419
Clarke,satisfy_job3,0.271518847,0.033314633
Coile,satisfy_job3,0.261872025,0.030870943
Hilsman,satisfy_job3,0.218597301,0.027983312
BHL,cancer0,0.776375227,0.026069277
Clarke,cancer0,0.825138274,0.02448384
Coile,cancer0,0.892340063,0.018137993
Hilsman,cancer0,0.835216327,0.020737601
BHL,cancer1,0.223624773,0.026069277
Clarke,cancer1,0.174861726,0.02448384
Coile,cancer1,0.107659937,0.018137993
Hilsman,cancer1,0.164783673,0.020737601
BHL,diabetes0,0.794059259,0.02430121
Clarke,diabetes0,0.867597995,0.019152732
Coile,diabetes0,0.817830011,0.022067617
Hilsman,diabetes0,0.852288329,0.019122111
BHL,diabetes1,0.205940741,0.02430121
Clarke,diabetes1,0.132402005,0.019152732
Coile,diabetes1,0.182169989,0.022067617
Hilsman,diabetes1,0.147711671,0.019122111
BHL,hbp0,0.609117978,0.030097636
Clarke,hbp0,0.654967102,0.02945041
Coile,hbp0,0.673550602,0.027006316
Hilsman,hbp0,0.646487111,0.026385615
BHL,hbp1,0.390882022,0.030097636
Clarke,hbp1,0.345032898,0.02945041
Coile,hbp1,0.326449398,0.027006316
Hilsman,hbp1,0.353512889,0.026385615
BHL,arthritis0,0.7542752,0.026722843
Clarke,arthritis0,0.797117872,0.024455241
Coile,arthritis0,0.808874322,0.02248492
Hilsman,arthritis0,0.767636413,0.023493372
BHL,arthritis1,0.2457248,0.026722843
Clarke,arthritis1,0.202882128,0.024455241
Coile,arthritis1,0.191125678,0.02248492
Hilsman,arthritis1,0.232363587,0.023493372
BHL,highchol0,0.675430424,0.029170376
Clarke,highchol0,0.704960506,0.027743042
Coile,highchol0,0.766452747,0.02393208
Hilsman,highchol0,0.702582132,0.025392967
BHL,highchol1,0.324569576,0.029170376
Clarke,highchol1,0.295039494,0.027743042
Coile,highchol1,0.233547253,0.02393208
Hilsman,highchol1,0.297417868,0.025392967
BHL,asthma0,0.832218229,0.022821801
Clarke,asthma0,0.847132308,0.022161296
Coile,asthma0,0.7982752,0.024458888
Hilsman,asthma0,0.850578257,0.019556686
BHL,asthma1,0.167781771,0.022821801
Clarke,asthma1,0.152867692,0.022161296
Coile,asthma1,0.2017248,0.024458888
Hilsman,asthma1,0.149421743,0.019556686
BHL,heartdis0,0.911552627,0.017813854
Clarke,heartdis0,0.930941428,0.015382543
Coile,heartdis0,0.920303438,0.01585863
Hilsman,heartdis0,0.904577531,0.016325023
BHL,heartdis1,0.088447373,0.017813854
Clarke,heartdis1,0.069058572,0.015382543
Coile,heartdis1,0.079696562,0.01585863
Hilsman,heartdis1,0.095422469,0.016325023
BHL,obese0,0.801581919,0.024973973
Clarke,obese0,0.84295028,0.021318018
Coile,obese0,0.867890285,0.020537566
Hilsman,obese0,0.872568391,0.018243907
BHL,obese1,0.198418081,0.024973973
Clarke,obese1,0.15704972,0.021318018
Coile,obese1,0.132109715,0.020537566
Hilsman,obese1,0.127431609,0.018243907
BHL,depression0,0.730759129,0.027538766
Clarke,depression0,0.715888213,0.027691309
Coile,depression0,0.756579474,0.026126756
Hilsman,depression0,0.705368699,0.025233823
BHL,depression1,0.269240871,0.027538766
Clarke,depression1,0.284111787,0.027691309
Coile,depression1,0.243420526,0.026126756
Hilsman,depression1,0.294631301,0.025233823
BHL,anxiety0,0.77569152,0.025804554
Clarke,anxiety0,0.690871497,0.028207069
Coile,anxiety0,0.74968138,0.027117791
Hilsman,anxiety0,0.747798145,0.024028749
BHL,anxiety1,0.22430848,0.025804554
Clarke,anxiety1,0.309128503,0.028207069
Coile,anxiety1,0.25031862,0.027117791
Hilsman,anxiety1,0.252201855,0.024028749
BHL,mentaldis0,0.940184958,0.014414674
Clarke,mentaldis0,0.951885762,0.013598718
Coile,mentaldis0,0.915831242,0.016896599
Hilsman,mentaldis0,0.933535883,0.013926185
BHL,mentaldis1,0.059815042,0.014414674
Clarke,mentaldis1,0.048114238,0.013598718
Coile,mentaldis1,0.084168758,0.016896599
Hilsman,mentaldis1,0.066464117,0.013926185
BHL,alcdrugdis0,0.949967162,0.013818799
Clarke,alcdrugdis0,0.949628346,0.011740551
Coile,alcdrugdis0,0.981081542,0.007791986
Hilsman,alcdrugdis0,0.934972941,0.013994878
BHL,alcdrugdis1,0.050032838,0.013818799
Clarke,alcdrugdis1,0.050371654,0.011740551
Coile,alcdrugdis1,0.018918458,0.007791986
Hilsman,alcdrugdis1,0.065027059,0.013994878
BHL,chronpain0,0.849763128,0.021785618
Clarke,chronpain0,0.88709604,0.017197466
Coile,chronpain0,0.867033921,0.018541815
Hilsman,chronpain0,0.85833349,0.019181963
BHL,chronpain1,0.150236872,0.021785618
Clarke,chronpain1,0.11290396,0.017197466
Coile,chronpain1,0.132966079,0.018541815
Hilsman,chronpain1,0.14166651,0.019181963
BHL,nohealthcond0,0.785469939,0.025942433
Clarke,nohealthcond0,0.790765816,0.025770222
Coile,nohealthcond0,0.694941357,0.028420141
Hilsman,nohealthcond0,0.784817775,0.022958943
BHL,nohealthcond1,0.214530061,0.025942433
Clarke,nohealthcond1,0.209234184,0.025770222
Coile,nohealthcond1,0.305058643,0.028420141
Hilsman,nohealthcond1,0.215182225,0.022958943
BHL,trouble_doc0,0.904435265,0.017399654
Clarke,trouble_doc0,0.911920197,0.015717781
Coile,trouble_doc0,0.846677829,0.021574192
Hilsman,trouble_doc0,0.879152062,0.017590826
BHL,trouble_doc1,0.095564735,0.017399654
Clarke,trouble_doc1,0.088079803,0.015717781
Coile,trouble_doc1,0.153322171,0.021574192
Hilsman,trouble_doc1,0.120847938,0.017590826
BHL,find_doc0,0.121857601,0.049742607
Clarke,find_doc0,0.302223516,0.073849546
Coile,find_doc0,0.261722915,0.060712975
Hilsman,find_doc0,0.218680236,0.060360518
BHL,find_doc1,0.878142399,0.049742607
Clarke,find_doc1,0.697776484,0.073849546
Coile,find_doc1,0.738277085,0.060712975
Hilsman,find_doc1,0.781319764,0.060360518
BHL,insurance_refused0,0.824964845,0.023332329
Clarke,insurance_refused0,0.849140114,0.020338605
Coile,insurance_refused0,0.769919471,0.025435436
Hilsman,insurance_refused0,0.842164469,0.020182904
BHL,insurance_refused1,0.175035155,0.023332329
Clarke,insurance_refused1,0.150859886,0.020338605
Coile,insurance_refused1,0.230080529,0.025435436
Hilsman,insurance_refused1,0.157835531,0.020182904
BHL,dentalaccess0,0.754714229,0.026100524
Clarke,dentalaccess0,0.854873981,0.018414614
Coile,dentalaccess0,0.764842505,0.02502163
Hilsman,dentalaccess0,0.812813041,0.020892505
BHL,dentalaccess1,0.245285771,0.026100524
Clarke,dentalaccess1,0.145126019,0.018414614
Coile,dentalaccess1,0.235157495,0.02502163
Hilsman,dentalaccess1,0.187186959,0.020892505
BHL,mentalaccess0,0.891457224,0.019496246
Clarke,mentalaccess0,0.87593299,0.020728759
Coile,mentalaccess0,0.913106523,0.017992321
Hilsman,mentalaccess0,0.896198016,0.016858304
BHL,mentalaccess1,0.108542776,0.019496246
Clarke,mentalaccess1,0.12406701,0.020728759
Coile,mentalaccess1,0.086893477,0.017992321
Hilsman,mentalaccess1,0.103801984,0.016858304
BHL,afford_mental0,0.372776801,0.081367943
Clarke,afford_mental0,0.673671022,0.063089237
Coile,afford_mental0,0.60679555,0.088173704
Hilsman,afford_mental0,0.483260744,0.071214809
BHL,afford_mental1,0.627223199,0.081367943
Clarke,afford_mental1,0.326328978,0.063089237
Coile,afford_mental1,0.39320445,0.088173704
Hilsman,afford_mental1,0.516739256,0.071214809
BHL,opinion_mental0,0.967806113,0.03172351
Clarke,opinion_mental0,0.99668708,0.003327344
Coile,opinion_mental0,0.926794451,0.039535677
Hilsman,opinion_mental0,0.937225912,0.040212893
BHL,opinion_mental1,0.032193887,0.03172351
Clarke,opinion_mental1,0.00331292,0.003327344
Coile,opinion_mental1,0.073205549,0.039535677
Hilsman,opinion_mental1,0.062774088,0.040212893
BHL,job_mental0,0.90341834,0.052554523
Clarke,job_mental0,0.952662371,0.026999695
Coile,job_mental0,0.994792052,0.005251488
Hilsman,job_mental0,0.914738786,0.046478006
BHL,job_mental1,0.09658166,0.052554523
Clarke,job_mental1,0.047337629,0.026999695
Coile,job_mental1,0.005207948,0.005251488
Hilsman,job_mental1,0.085261214,0.046478006
BHL,nocover_mental0,0.946746633,0.036497263
Clarke,nocover_mental0,0.931293859,0.030623454
Coile,nocover_mental0,0.790750467,0.080327276
Hilsman,nocover_mental0,0.833191359,0.056035602
BHL,nocover_mental1,0.053253367,0.036497263
Clarke,nocover_mental1,0.068706141,0.030623454
Coile,nocover_mental1,0.209249533,0.080327276
Hilsman,nocover_mental1,0.166808641,0.056035602
BHL,reimburse_mental0,0.809232625,0.067361616
Clarke,reimburse_mental0,0.868840989,0.051012486
Coile,reimburse_mental0,0.805597264,0.072541298
Hilsman,reimburse_mental0,0.826598095,0.057640996
BHL,reimburse_mental1,0.190767375,0.067361616
Clarke,reimburse_mental1,0.131159011,0.051012486
Coile,reimburse_mental1,0.194402736,0.072541298
Hilsman,reimburse_mental1,0.173401905,0.057640996
BHL,knowservice_mental0,0.810450089,0.067347154
Clarke,knowservice_mental0,0.87789214,0.04578267
Coile,knowservice_mental0,0.876685587,0.061149613
Hilsman,knowservice_mental0,0.742996243,0.069167359
BHL,knowservice_mental1,0.189549911,0.067347154
Clarke,knowservice_mental1,0.12210786,0.04578267
Coile,knowservice_mental1,0.123314413,0.061149613
Hilsman,knowservice_mental1,0.257003757,0.069167359
BHL,confidential_mental0,0.949181561,0.036446329
Clarke,confidential_mental0,0.916350467,0.041012195
Coile,confidential_mental0,0.928562691,0.041605515
Hilsman,confidential_mental0,0.938532255,0.03481547
BHL,confidential_mental1,0.050818439,0.036446329
Clarke,confidential_mental1,0.083649533,0.041012195
Coile,confidential_mental1,0.071437309,0.041605515
Hilsman,confidential_mental1,0.061467745,0.03481547
BHL,medicine_mental0,1,0
Clarke,medicine_mental0,0.920766763,0.045468654
Coile,medicine_mental0,0.994792052,0.005251488
Hilsman,medicine_mental0,0.958022565,0.030546347
BHL,medicine_mental1,0,0
Clarke,medicine_mental1,0.079233237,0.045468654
Coile,medicine_mental1,0.005207948,0.005251488
Hilsman,medicine_mental1,0.041977435,0.030546347
BHL,other_mental0,0.851884251,0.060989199
Clarke,other_mental0,0.821503361,0.055102716
Coile,other_mental0,0.89318943,0.058053715
Hilsman,other_mental0,0.870264909,0.053357745
BHL,other_mental1,0.148115749,0.060989199
Clarke,other_mental1,0.178496639,0.055102716
Coile,other_mental1,0.10681057,0.058053715
Hilsman,other_mental1,0.129735091,0.053357745
BHL,yes_needsudtreat0,0.974146118,0.010389928
Clarke,yes_needsudtreat0,0.967796614,0.012156595
Coile,yes_needsudtreat0,0.968765019,0.011741538
Hilsman,yes_needsudtreat0,0.978291515,0.00817069
BHL,yes_needsudtreat1,0.025853882,0.010389928
Clarke,yes_needsudtreat1,0.032203386,0.012156595
Coile,yes_needsudtreat1,0.031234981,0.011741538
Hilsman,yes_needsudtreat1,0.021708485,0.00817069
BHL,afford_sud0,0.912429082,0.07772989
Clarke,afford_sud0,0.976077823,0.014193981
Coile,afford_sud0,0.817439026,0.094234505
Hilsman,afford_sud0,0.811010397,0.099930183
BHL,afford_sud1,0.087570918,0.07772989
Clarke,afford_sud1,0.023922177,0.014193981
Coile,afford_sud1,0.182560974,0.094234505
Hilsman,afford_sud1,0.188989603,0.099930183
BHL,nocover_sud0,0.823929655,0.111815297
Clarke,nocover_sud0,1,0
Coile,nocover_sud0,0.80881272,0.100147004
Hilsman,nocover_sud0,0.796559979,0.102230528
BHL,nocover_sud1,0.176070345,0.111815297
Clarke,nocover_sud1,0,0
Coile,nocover_sud1,0.19118728,0.100147004
Hilsman,nocover_sud1,0.203440021,0.102230528
BHL,transport_sud0,0.902644462,0.088836112
Clarke,transport_sud0,0.99121174,0.008874189
Coile,transport_sud0,0.990754126,0.009370683
Hilsman,transport_sud0,0.952402435,0.04022412
BHL,transport_sud1,0.097355538,0.088836112
Clarke,transport_sud1,0.00878826,0.008874189
Coile,transport_sud1,0.009245874,0.009370683
Hilsman,transport_sud1,0.047597565,0.04022412
BHL,notype_sud0,0.91819147,0.078258564
Clarke,notype_sud0,0.963986807,0.035101554
Coile,notype_sud0,0.990754126,0.009370683
Hilsman,notype_sud0,0.716874033,0.111107947
BHL,notype_sud1,0.08180853,0.078258564
Clarke,notype_sud1,0.036013193,0.035101554
Coile,notype_sud1,0.009245874,0.009370683
Hilsman,notype_sud1,0.283125967,0.111107947
BHL,using_sud0,0.550928827,0.136475659
Clarke,using_sud0,0.774125633,0.083961267
Coile,using_sud0,0.656376719,0.11698312
Hilsman,using_sud0,0.874059513,0.080406852
BHL,using_sud1,0.449071173,0.136475659
Clarke,using_sud1,0.225874367,0.083961267
Coile,using_sud1,0.343623281,0.11698312
Hilsman,using_sud1,0.125940487,0.080406852
BHL,full_sud0,0.996906277,0.003200733
Clarke,full_sud0,0.99121174,0.008874189
Coile,full_sud0,0.981508253,0.013314162
Hilsman,full_sud0,0.992855223,0.007275422
BHL,full_sud1,0.003093723,0.003200733
Clarke,full_sud1,0.00878826,0.008874189
Coile,full_sud1,0.018491747,0.013314162
Hilsman,full_sud1,0.007144777,0.007275422
BHL,knowservice_sud0,0.902644462,0.088836112
Clarke,knowservice_sud0,0.928004581,0.060214492
Coile,knowservice_sud0,0.91891233,0.053868191
Hilsman,knowservice_sud0,0.828524967,0.100452966
BHL,knowservice_sud1,0.097355538,0.088836112
Clarke,knowservice_sud1,0.071995419,0.060214492
Coile,knowservice_sud1,0.08108767,0.053868191
Hilsman,knowservice_sud1,0.171475033,0.100452966
BHL,opinion_sud0,0.905738184,0.088846126
Clarke,opinion_sud0,1,0
Coile,opinion_sud0,0.981508253,0.013314162
Hilsman,opinion_sud0,0.830711378,0.102216966
BHL,opinion_sud1,0.094261816,0.088846126
Clarke,opinion_sud1,0,0
Coile,opinion_sud1,0.018491747,0.013314162
Hilsman,opinion_sud1,0.169288622,0.102216966
BHL,job_sud0,0.905738184,0.088846126
Clarke,job_sud0,0.907485437,0.064502381
Coile,job_sud0,0.990754126,0.009370683
Hilsman,job_sud0,0.837012767,0.099939676
BHL,job_sud1,0.094261816,0.088846126
Clarke,job_sud1,0.092514563,0.064502381
Coile,job_sud1,0.009245874,0.009370683
Hilsman,job_sud1,0.162987233,0.099939676
BHL,other_sud0,0.902644462,0.088836112
Clarke,other_sud0,0.928004581,0.060214492
Coile,other_sud0,0.990754126,0.009370683
Hilsman,other_sud0,0.913169278,0.074808405
BHL,other_sud1,0.097355538,0.088836112
Clarke,other_sud1,0.071995419,0.060214492
Coile,other_sud1,0.009245874,0.009370683
Hilsman,other_sud1,0.086830722,0.074808405
BHL,smoke0,0.843813136,0.022422822
Clarke,smoke0,0.848105669,0.020856041
Coile,smoke0,0.798792359,0.023071744
Hilsman,smoke0,0.81419636,0.020768039
BHL,smoke1,0.156186864,0.022422822
Clarke,smoke1,0.151894331,0.020856041
Coile,smoke1,0.201207641,0.023071744
Hilsman,smoke1,0.18580364,0.020768039
BHL,fastfoodfreq0,0.371086013,0.029744219
Clarke,fastfoodfreq0,0.430074067,0.030708008
Coile,fastfoodfreq0,0.268631225,0.027505501
Hilsman,fastfoodfreq0,0.297911388,0.025291537
BHL,fastfoodfreq1,0.295550479,0.028221463
Clarke,fastfoodfreq1,0.324263645,0.028856604
Coile,fastfoodfreq1,0.34796943,0.028664133
Hilsman,fastfoodfreq1,0.320296454,0.02567752
BHL,fastfoodfreq2,0.182586292,0.023890449
Clarke,fastfoodfreq2,0.116254959,0.019381671
Coile,fastfoodfreq2,0.225667083,0.024292356
Hilsman,fastfoodfreq2,0.175675812,0.021088502
BHL,fastfoodfreq3,0.073860372,0.015150834
Clarke,fastfoodfreq3,0.07109353,0.014655545
Coile,fastfoodfreq3,0.093712863,0.017417985
Hilsman,fastfoodfreq3,0.112387734,0.017368987
BHL,fastfoodfreq4,0.046327718,0.012721566
Clarke,fastfoodfreq4,0.031562338,0.011491286
Coile,fastfoodfreq4,0.034421655,0.009989646
Hilsman,fastfoodfreq4,0.038525262,0.010529227
BHL,fastfoodfreq5,0.017197171,0.007165633
Clarke,fastfoodfreq5,0.007818971,0.004633513
Coile,fastfoodfreq5,0.011872303,0.00608251
Hilsman,fastfoodfreq5,0.031792315,0.009668506
BHL,fastfoodfreq6,0.010803893,0.006452702
Clarke,fastfoodfreq6,0.00675949,0.006172508
Coile,fastfoodfreq6,0.005243899,0.003916654
Hilsman,fastfoodfreq6,0.005547214,0.003823171
BHL,fastfoodfreq7,0.002588062,0.002298471
Clarke,fastfoodfreq7,0.012173,0.005842275
Coile,fastfoodfreq7,0.012481541,0.006112903
Hilsman,fastfoodfreq7,0.017863821,0.007070713
BHL,healthstat0,0.014099594,0.006899221
Clarke,healthstat0,0.024014341,0.009830616
Coile,healthstat0,0.024059293,0.008989167
Hilsman,healthstat0,0.022659469,0.007946678
BHL,healthstat1,0.132929982,0.021008888
Clarke,healthstat1,0.09134997,0.016873757
Coile,healthstat1,0.119651682,0.016343335
Hilsman,healthstat1,0.121330025,0.017701084
BHL,healthstat2,0.401252851,0.030161678
Clarke,healthstat2,0.29697747,0.027913743
Coile,healthstat2,0.423966733,0.029730951
Hilsman,healthstat2,0.35839466,0.02640888
BHL,healthstat3,0.318684333,0.028943784
Clarke,healthstat3,0.381526415,0.028958173
Coile,healthstat3,0.327703592,0.028439648
Hilsman,healthstat3,0.391266246,0.026982045
BHL,healthstat4,0.13303324,0.021439094
Clarke,healthstat4,0.206131803,0.025939003
Coile,healthstat4,0.1046187,0.018292853
Hilsman,healthstat4,0.106349599,0.017030297
BHL,partnerhurt0,0.987616066,0.008572468
Clarke,partnerhurt0,0.988922104,0.006553544
Coile,partnerhurt0,0.962028036,0.011979783
Hilsman,partnerhurt0,0.961699476,0.012822582
BHL,partnerhurt1,0.012153533,0.008569532
Clarke,partnerhurt1,0.008994086,0.006383428
Coile,partnerhurt1,0.027234393,0.010675068
Hilsman,partnerhurt1,0.029299653,0.011491431
BHL,partnerhurt2,0,0
Clarke,partnerhurt2,8.74E-04,8.74E-04
Coile,partnerhurt2,0.010737571,0.005533528
Hilsman,partnerhurt2,0.008529086,0.00585042
BHL,partnerhurt4,2.30E-04,2.31E-04
Clarke,partnerhurt4,0.001210068,0.001209762
Coile,partnerhurt4,0,0
Hilsman,partnerhurt4,4.72E-04,4.72E-04
BHL,partnertalk0,0.804832404,0.030216335
Clarke,partnertalk0,0.742843212,0.033088307
Coile,partnertalk0,0.755151076,0.032359213
Hilsman,partnertalk0,0.741374374,0.030403353
BHL,partnertalk1,0.139940057,0.025886467
Clarke,partnertalk1,0.168923528,0.027826439
Coile,partnertalk1,0.134530707,0.025477751
Hilsman,partnertalk1,0.19801124,0.027625118
BHL,partnertalk2,0.04188143,0.015837161
Clarke,partnertalk2,0.066060807,0.018821438
Coile,partnertalk2,0.087195394,0.021969177
Hilsman,partnertalk2,0.030877981,0.012130222
BHL,partnertalk3,0.013115654,0.00926979
Clarke,partnertalk3,0.020958796,0.01267355
Coile,partnertalk3,0.01701228,0.010322062
Hilsman,partnertalk3,0.007968988,0.00591915
BHL,partnertalk4,2.30E-04,2.31E-04
Clarke,partnertalk4,0.001213657,0.001213321
Coile,partnertalk4,0.006110543,0.005281973
Hilsman,partnertalk4,0.021767417,0.010569874
BHL,partnerthreat0,0.98408776,0.009262993
Clarke,partnerthreat0,0.980020965,0.010977219
Coile,partnerthreat0,0.96809756,0.011633276
Hilsman,partnerthreat0,0.969536759,0.011512975
BHL,partnerthreat1,0.009587787,0.007004114
Clarke,partnerthreat1,0.017874361,0.010876583
Coile,partnerthreat1,0.023221702,0.01014291
Hilsman,partnerthreat1,0.016244524,0.008553329
BHL,partnerthreat2,0.006093998,0.006082364
Clarke,partnerthreat2,8.82E-04,8.83E-04
Coile,partnerthreat2,0.003467087,0.002719067
Hilsman,partnerthreat2,0.005876367,0.005225466
BHL,partnerthreat3,0,0
Clarke,partnerthreat3,0,0
Coile,partnerthreat3,0.005213651,0.0052098
Hilsman,partnerthreat3,0.00267961,0.002679663
BHL,partnerthreat4,2.30E-04,2.31E-04
Clarke,partnerthreat4,0.001222184,0.001221875
Coile,partnerthreat4,0,0
Hilsman,partnerthreat4,0.005662741,0.005201808
BHL,partnerscream0,0.821714767,0.029469088
Clarke,partnerscream0,0.806230267,0.02983606
Coile,partnerscream0,0.77576424,0.031768594
Hilsman,partnerscream0,0.798532138,0.027730543
BHL,partnerscream1,0.142235683,0.026717421
Clarke,partnerscream1,0.129797839,0.024802398
Coile,partnerscream1,0.166143427,0.028660995
Hilsman,partnerscream1,0.14286274,0.024138471
BHL,partnerscream2,0.022703441,0.011595013
Clarke,partnerscream2,0.045316785,0.015538282
Coile,partnerscream2,0.041725315,0.015750308
Hilsman,partnerscream2,0.034133156,0.012659671
BHL,partnerscream3,0,0
Clarke,partnerscream3,0.017442514,0.012177916
Coile,partnerscream3,0.005558641,0.004732717
Hilsman,partnerscream3,0.010860161,0.007665431
BHL,partnerscream4,0.013346108,0.009272468
Clarke,partnerscream4,0.001212595,0.001212258
Coile,partnerscream4,0.010808377,0.00705889
Hilsman,partnerscream4,0.013611806,0.007794647
BHL,school_culture0,0.538629836,0.030715087
Clarke,school_culture0,0.564571082,0.030481502
Coile,school_culture0,0.505685455,0.030342693
Hilsman,school_culture0,0.544207338,0.027525581
BHL,school_culture1,0.146822535,0.021645537
Clarke,school_culture1,0.108287692,0.018717614
Coile,school_culture1,0.118740904,0.019526083
Hilsman,school_culture1,0.139722324,0.019271435
BHL,school_culture2,0.188447355,0.024533678
Clarke,school_culture2,0.129913093,0.019982942
Coile,school_culture2,0.191607916,0.024521121
Hilsman,school_culture2,0.181449751,0.021401127
BHL,school_culture3,0.061679865,0.014908359
Clarke,school_culture3,0.126693913,0.021276256
