middleschool,variable.x,est,se
Clarke,petition_year1,6172.4488796000005,436.6507547348415
Coile,petition_year1,1738.3312296000001,162.64468146802136
Hilsman,petition_year1,5375.1334634,358.45442840873534
BHLyons,corr_year0,5296.69611,229.77983242641642
Clarke,corr_year0,8784.708024200001,435.50745609755677
Coile,corr_year0,4522.4291888,148.73998058729987
Hilsman,corr_year0,9262.9896671,340.2122675466813
BHLyons,corr_year1,2104.712176,212.51599874317571
Clarke,corr_year1,4465.1722318,416.4466512318055
Coile,corr_year1,896.6943378,128.29673457134808
Hilsman,corr_year1,2897.4272219,301.3549864759346
BHLyons,volunteer_year0,3182.394969,227.99342475547732
Clarke,volunteer_year0,4815.706467,402.82373905748915
Coile,volunteer_year0,2670.0385574,168.8188463736006
Hilsman,volunteer_year0,5237.3809989,353.75154832354997
BHLyons,volunteer_year1,4291.846518,234.00560976451771
Clarke,volunteer_year1,8953.744924800001,419.9061849817065
Coile,volunteer_year1,2920.6060944,170.7102711706624
Hilsman,volunteer_year1,7553.757103800001,358.9249884148307
BHLyons,meeting_year0,4472.372284,239.3543091632916
Clarke,meeting_year0,7398.101591000001,441.1226703822268
Coile,meeting_year0,3674.2049686,169.71718114660123
Hilsman,meeting_year0,7904.2371679,358.9222413997681
BHLyons,meeting_year1,2857.463792,231.25452548723814
Clarke,meeting_year1,5892.9956522,435.6946238675849
Coile,meeting_year1,1774.3825782000001,160.54240214620157
Hilsman,meeting_year1,4539.3730726,346.12808052124865
BHLyons,donate_year0,1419.135525,180.38661846450677
Clarke,donate_year0,1925.9025636000001,277.82723198334963
Coile,donate_year0,1530.0091124,150.30220774449035
Hilsman,donate_year0,2619.8151759,280.0498438147031
BHLyons,donate_year1,6252.659152,196.32107603863219
Clarke,donate_year1,12102.210023200001,310.94324325428624
Coile,donate_year1,4112.1189772,158.7656038976286
Hilsman,donate_year1,10163.4453266,306.5597772839479
BHLyons,socialgather0,974.223721,155.39974864486206
Clarke,socialgather0,1128.2207242,199.41681490849675
Coile,socialgather0,714.419501,99.53526548356216
Hilsman,socialgather0,1338.2371923,214.33241079785924
BHLyons,socialgather1,736.0882879999999,139.87770513450974
Clarke,socialgather1,937.0920896,211.45744611605065
Coile,socialgather1,400.233581,85.31525171980907
Hilsman,socialgather1,976.4857971,184.3876845226321
BHLyons,socialgather2,1600.281142,194.0651093343884
Clarke,socialgather2,2764.4584164000003,356.7613254619304
Coile,socialgather2,1106.6213118,128.0663665684902
Hilsman,socialgather2,2609.2289866,289.1267406497127
BHLyons,socialgather3,1347.032003,179.87115685436106
Clarke,socialgather3,3406.9549276000002,384.2455023129857
Coile,socialgather3,1193.5430352,143.96871544520855
Hilsman,socialgather3,2174.8560053,265.3461105007919
BHLyons,socialgather4,1980.185768,208.73251905991904
Clarke,socialgather4,4337.5733522,405.73318541531427
Coile,socialgather4,1498.1127920000001,154.53187421055404
Hilsman,socialgather4,3572.5351956,324.1148749404833
BHLyons,socialgather5,974.8445419999999,158.40461353451806
Clarke,socialgather5,1653.0154018,257.50423362507286
Coile,socialgather5,845.5030236,122.89447739556114
Hilsman,socialgather5,2246.2561157,269.7622458032174
BHLyons,influenceathens0,472.667794,105.27538972778349
Clarke,influenceathens0,565.5016602000001,178.56676490070487
Coile,influenceathens0,175.7479656,49.07993718489793
Hilsman,influenceathens0,810.2679486000001,173.13443228205097
BHLyons,influenceathens1,1388.870489,180.0618777138963
Clarke,influenceathens1,1478.7217434000002,251.82851917552208
Coile,influenceathens1,702.6496272,115.18980829121081
Hilsman,influenceathens1,1200.3159883,203.8323553676814
BHLyons,influenceathens2,2446.143773,222.84937281746494
Clarke,influenceathens2,4292.11951,400.25892341163444
Coile,influenceathens2,2238.502047,169.33524736421884
Hilsman,influenceathens2,4802.0395135,350.87173540113366
BHLyons,influenceathens3,2778.346696,230.06838855316906
Clarke,influenceathens3,6133.7477052,438.3446951224326
Coile,influenceathens3,1922.1823316,165.92776505115262
Hilsman,influenceathens3,5279.1690284,356.92258684375867
BHLyons,influenceathens4,617.128238,130.95329204770297
Clarke,influenceathens4,1673.576241,292.1470290891868
Coile,influenceathens4,600.6715524,97.48729858701864
Hilsman,influenceathens4,827.1275308,160.34065441346993
BHLyons,effortathens0,405.826027,98.73463790232934
Clarke,effortathens0,457.5181706,159.63799012549305
Coile,effortathens0,150.6812098,48.0930391171208
Hilsman,effortathens0,356.3532663,108.45383757486694
BHLyons,effortathens1,1515.03244,188.46592711205696
Clarke,effortathens1,2098.9630436,315.348655603641
Coile,effortathens1,1151.7729774,142.7610576103534
Hilsman,effortathens1,2482.5051896,283.98866094457424
BHLyons,effortathens2,2929.185105,233.71700786834936
Clarke,effortathens2,5580.5742312,432.3434949665981
Coile,effortathens2,1981.646485,163.70772741045226
Hilsman,effortathens2,4961.2349882,351.4355051321745
BHLyons,effortathens3,2268.139675,214.66207154860473
Clarke,effortathens3,4173.1344178,386.387807317771
Coile,effortathens3,1783.8979678,161.363093021166
Hilsman,effortathens3,4031.9863115000003,335.62125011581657
BHLyons,effortathens4,556.054043,123.17475078690566
Clarke,effortathens4,1862.7137414000001,302.4922603757349
Coile,effortathens4,541.352409,99.4334256248758
Hilsman,effortathens4,841.7710969,167.23092502843699
BHLyons,relig_guide0,1648.2584889999998,197.50883325421992
Clarke,relig_guide0,4141.0900466,391.2435135051212
Coile,relig_guide0,1313.8180578000001,149.35666723525674
Hilsman,relig_guide0,4447.4504098,343.3002406312923
BHLyons,relig_guide1,1903.1169579999998,203.25799953831532
Clarke,relig_guide1,3498.4626752000004,381.30892074226307
Coile,relig_guide1,1401.839075,148.18511801556832
Hilsman,relig_guide1,3016.5307577,302.9228892176097
BHLyons,relig_guide2,1227.7579269999999,174.3887032271324
Clarke,relig_guide2,2638.0103466,352.6856472670808
Coile,relig_guide2,953.115503,122.26182339097674
Hilsman,relig_guide2,1762.0085761,239.51581511950633
BHLyons,relig_guide3,2720.624026,225.27024620801922
Clarke,relig_guide3,3700.0437854,361.6909787437683
Coile,relig_guide3,1961.224181,160.30032971781748
Hilsman,relig_guide3,3738.272593,324.50613366151947
BHLyons,ever_attend_relig0,2872.5564489999997,229.54894168655056
Clarke,ever_attend_relig0,6417.3976912,433.06662979232107
Coile,ever_attend_relig0,2176.9959592,168.6710229717412
Hilsman,ever_attend_relig0,5889.264229,360.58456202598313
BHLyons,ever_attend_relig1,4691.097336,234.71982194764087
Clarke,ever_attend_relig1,7548.2295626000005,436.1282573814188
Coile,ever_attend_relig1,3435.3812916,171.1557161801306
Hilsman,ever_attend_relig1,7114.2484975,364.13847171061684
BHLyons,freq_relig0,84.952172,42.55400836368162
Clarke,freq_relig0,156.2072526,74.53845006210697
Coile,freq_relig0,29.680358400000003,22.172187167079468
Hilsman,freq_relig0,169.6770813,80.8266622858524
BHLyons,freq_relig1,996.834913,156.9252967576046
Clarke,freq_relig1,1800.2201830000001,290.2187147989169
Coile,freq_relig1,984.9174366,125.00504047378925
Hilsman,freq_relig1,1264.7316639,208.4296320122631
BHLyons,freq_relig2,724.441011,131.77173973950687
Clarke,freq_relig2,1107.1647566000001,218.1474982728808
Coile,freq_relig2,782.2265156,120.23133240801278
Hilsman,freq_relig2,1526.4577366,229.5308839058615
BHLyons,freq_relig3,954.204245,155.51196079349438
Clarke,freq_relig3,1477.1094164,280.6342598711631
Coile,freq_relig3,466.2745112,86.55359774397873
Hilsman,freq_relig3,984.2780053,187.271280244281
BHLyons,freq_relig4,1932.950595,205.14956750864246
Clarke,freq_relig4,3083.3442972000003,364.9906737922628
Coile,freq_relig4,1181.7087196,132.3013715144609
Hilsman,freq_relig4,3122.9248508,306.48642196589924
BHLyons,churchmember0,2706.395023,229.2963176686772
Clarke,churchmember0,5229.6346726,412.25117917412035
Coile,churchmember0,2072.7067278,168.07234634646983
Hilsman,churchmember0,4333.0441086,341.67265518254305
BHLyons,churchmember1,5044.318799,233.95005528745102
Clarke,churchmember1,8831.1293258,422.10075164152477
Coile,churchmember1,3614.7508014,171.6824933515225
Hilsman,churchmember1,8657.8231481,350.663861124053
BHLyons,satisfy_life0,148.517551,65.05129700673521
Clarke,satisfy_life0,111.75514319999999,44.710879428827056
Coile,satisfy_life0,87.14107080000001,49.210792825812206
Hilsman,satisfy_life0,385.8097897,124.53513648203732
BHLyons,satisfy_life1,1012.169583,153.66081010642674
Clarke,satisfy_life1,1778.2442236,287.09881334701083
Coile,satisfy_life1,797.5731318,114.61823549242348
Hilsman,satisfy_life1,1611.7193705,233.93278983619146
BHLyons,satisfy_life2,4273.804109,241.72444826029061
Clarke,satisfy_life2,7054.9561272,433.3637824161176
Coile,satisfy_life2,2951.0904366,174.87186234729256
Hilsman,satisfy_life2,6914.5364471,364.11410644425496
BHLyons,satisfy_life3,2233.701041,217.7628027075181
Clarke,satisfy_life3,4989.6984994,423.5406909964787
Coile,satisfy_life3,1912.5148478,164.47032848555602
Hilsman,satisfy_life3,4144.2918094,338.13899878158657
BHLyons,satisfy_home0,114.869638,57.77172893522139
Clarke,satisfy_home0,161.9763472,95.1099003056944
Coile,satisfy_home0,53.3538358,36.465856290949496
Hilsman,satisfy_home0,337.6838834,115.31386703883008
BHLyons,satisfy_home1,829.1970729999999,144.84059422747856
Clarke,satisfy_home1,1613.6715004,275.5918942153723
Coile,satisfy_home1,871.9705296,120.03904530210576
Hilsman,satisfy_home1,1186.4338623,202.8584206391736
BHLyons,satisfy_home2,3952.024605,239.351299435659
Clarke,satisfy_home2,6533.8954278,425.6004458662258
Coile,satisfy_home2,2412.8286498,172.8945747362755
Hilsman,satisfy_home2,6057.725215500001,363.55494858251905
BHLyons,satisfy_home3,2711.6619419999997,229.34285567831031
Clarke,satisfy_home3,5644.3889074,432.007564120492
Coile,satisfy_home3,2359.4182716,170.71234337896237
Hilsman,satisfy_home3,5468.7977554,360.1791618460581
BHLyons,satisfy_job0,147.676798,59.76600716500252
Clarke,satisfy_job0,378.4364594,143.41005584524788
Coile,satisfy_job0,131.2033522,43.40067774594863
Hilsman,satisfy_job0,442.0525468,126.4350216540138
BHLyons,satisfy_job1,1199.149621,172.6471668325978
Clarke,satisfy_job1,1664.7305444,279.1298019792773
Coile,satisfy_job1,754.771747,119.5202354537147
Hilsman,satisfy_job1,1867.3139709,255.1438451836406
BHLyons,satisfy_job2,2556.952374,224.11734363494412
Clarke,satisfy_job2,5417.0411132,415.9158904506695
Coile,satisfy_job2,2222.0353808,168.6668608577646
Hilsman,satisfy_job2,4557.5697818,347.5900009267288
BHLyons,satisfy_job3,1032.722248,164.22605625524298
Clarke,satisfy_job3,2780.5621288,361.61441527285183
Coile,satisfy_job3,1102.6556696,136.14723404606704
Hilsman,satisfy_job3,1921.024519,256.3925153780753
BHLyons,cancer0,5835.931928,215.40846589997017
Clarke,cancer0,11464.7067866,372.948963893825
Coile,cancer0,4939.0995508000005,127.1780459154454
Hilsman,cancer0,10663.6381629,297.5588826295924
BHLyons,cancer1,1680.9641849999998,197.9572500152699
Clarke,cancer1,2429.5787562,342.52046991366154
Coile,cancer1,595.8974274,100.74085611791634
Hilsman,cancer1,2103.8782528,265.94506791434844
BHLyons,diabetes0,5968.860955,204.06049632924555
Clarke,diabetes0,12054.654278,318.1242434065579
Coile,diabetes0,4526.686641400001,142.16165713708077
Hilsman,diabetes0,10881.6052327,281.3441866019126
BHLyons,diabetes1,1548.035158,184.57910217436927
Clarke,diabetes1,1839.6312648,266.71209024136925
Coile,diabetes1,1008.3103368,122.89507226181297
Hilsman,diabetes1,1885.911183,245.02720477605234
BHLyons,hbp0,4578.676558,236.8290166070569
Clarke,hbp0,9100.2999414,428.03708124001776
Coile,hbp0,3728.1005468000003,161.3784918171885
Hilsman,hbp0,8254.0348019,353.15611082565823
BHLyons,hbp1,2938.219555,231.17452827005732
Clarke,hbp1,4793.985601400001,414.7800907368207
Coile,hbp1,1806.8964314,151.63489968682754
Hilsman,hbp1,4513.4816138,341.3072079908388
BHLyons,arthritis0,5669.808316,218.86656618271746
Clarke,arthritis0,11075.3833262,374.01971689857635
Coile,arthritis0,4477.1169286,143.49827843156794
Hilsman,arthritis0,9800.8105099,324.59753732853375
BHLyons,arthritis1,1847.087797,203.18972857438203
Clarke,arthritis1,2818.9022166,341.8058431407689
Coile,arthritis1,1057.8800496,125.34953704005773
Hilsman,arthritis1,2966.7059058,302.1970263598031
BHLyons,highchol0,5077.140331,232.88711870806029
Clarke,highchol0,9794.9225682,410.21964008473594
Coile,highchol0,4242.3136392,149.14602135206718
Hilsman,highchol0,8970.2288998,344.5005712638277
BHLyons,highchol1,2439.7557819999997,222.72762709203553
Clarke,highchol1,4099.362974600001,389.08745610877696
Coile,highchol1,1292.683339,133.64873468629204
Hilsman,highchol1,3797.2875159,327.1968709471842
BHLyons,asthma0,6255.697972999999,196.85013357955884
Clarke,asthma0,11770.298185,349.2799876239993
Coile,asthma0,4418.45082,151.91866763309514
Hilsman,asthma0,10859.7718601,284.7377052407328
BHLyons,asthma1,1261.19814,172.8270271799731
Clarke,asthma1,2123.9873578,309.2386902150102
Coile,asthma1,1116.5461582,136.5127594116322
Hilsman,asthma1,1907.7445556,250.8392434454618
BHLyons,heartdis0,6852.046397,171.61925366195112
Clarke,heartdis0,12934.7660288,280.05075242708347
Coile,heartdis0,5093.8767484,118.89431615345063
Hilsman,heartdis0,11549.2084782,255.1016424800665
BHLyons,heartdis1,664.849716,134.29479645823145
Clarke,heartdis1,959.5195140000001,214.0934742756337
Coile,heartdis1,441.1202298,88.00025511661286
Hilsman,heartdis1,1218.3079375,208.87668479928948
BHLyons,obese0,6025.408012,209.9817952103363
Clarke,obese0,11712.19189,340.75161907001973
Coile,obese0,4803.7701026,136.09251717314098
Hilsman,obese0,11140.531256100001,272.021798582182
BHLyons,obese1,1491.488101,189.19076968670592
Clarke,obese1,2182.0936528,297.19574869433075
Coile,obese1,731.2268756,114.27108726722489
Hilsman,obese1,1626.9851596,233.81583058892159
BHLyons,depression0,5493.040457,223.56446280704776
Clarke,depression0,9946.7552426,409.87585413757444
Coile,depression0,4187.665104,158.82886081582214
Hilsman,depression0,9005.80644,343.2647531240508
BHLyons,depression1,2023.855656,209.63396410630955
Clarke,depression1,3947.5303002,388.25887820123455
Coile,depression1,1347.3318742000001,146.09954844355389
Hilsman,depression1,3761.7099757,324.8924482631084
BHLyons,anxiety0,5830.792571,213.65533830457827
Clarke,anxiety0,9599.1658564,413.945509206752
Coile,anxiety0,4149.4841738000005,162.89389180795422
Hilsman,anxiety0,9547.5250933,331.34790219764807
BHLyons,anxiety1,1686.1035419999998,195.9710768267406
Clarke,anxiety1,4295.1196864,396.5191701402917
Coile,anxiety1,1385.5128044,151.86800099442002
Hilsman,anxiety1,3219.9913224,308.79930176545173
BHLyons,mentaldis0,7067.27266,153.73490869657013
Clarke,mentaldis0,13225.772574800001,263.23128704435135
Coile,mentaldis0,5069.1231562,122.71054159805529
Hilsman,mentaldis0,11918.934705900001,233.22832969871624
BHLyons,mentaldis1,449.623453,108.67672563362241
Clarke,mentaldis1,668.512968,189.21726954402521
Coile,mentaldis1,465.873822,93.78676042860157
Hilsman,mentaldis1,848.5817098,178.0765507909201
BHLyons,alcdrugdis0,7140.804465,151.4018864948866
Clarke,alcdrugdis0,13194.4074002,248.52365691539927
Coile,alcdrugdis0,5430.2833718,95.38051060314335
Hilsman,alcdrugdis0,11937.2823762,234.18147391943066
BHLyons,alcdrugdis1,376.09164799999996,104.12737686785205
Clarke,alcdrugdis1,699.8781426,163.190515181959
Coile,alcdrugdis1,104.7136064,43.15105764189745
Hilsman,alcdrugdis1,830.2340395,178.92735208925347
BHLyons,chronpain0,6387.581155,191.93728295681254
Clarke,chronpain0,12325.565683800001,298.34918980160677
Coile,chronpain0,4799.0301352,128.20090897687606
Hilsman,chronpain0,10958.7869202,280.77107422728335
BHLyons,chronpain1,1129.314958,164.688097682149
Clarke,chronpain1,1568.719859,239.28969676657897
Coile,chronpain1,735.966843,103.06280038523761
Hilsman,chronpain1,1808.7294955,246.0326410082301
BHLyons,nohealthcond0,5904.295932999999,216.467698242558
Clarke,nohealthcond0,10987.1260454,387.6223704510238
Coile,nohealthcond0,3846.4983118,167.5881094887593
Hilsman,nohealthcond0,10020.173824,318.25929048259775
BHLyons,nohealthcond1,1612.60018,196.4208336647429
Clarke,nohealthcond1,2907.1594974,360.83967997123375
Coile,nohealthcond1,1688.4986664,159.8752338959768
Hilsman,nohealthcond1,2747.3425917,295.4291536652836
BHLyons,trouble_doc0,6981.653728,160.77255235225047
Clarke,trouble_doc0,12803.482132000001,269.4812680689785
Coile,trouble_doc0,4756.9785854,138.42314605526389
Hilsman,trouble_doc0,11470.0348864,254.98054828217806
BHLyons,trouble_doc1,737.697781,134.6809720406301
Clarke,trouble_doc1,1236.6522668,220.9383267967565
Coile,trouble_doc1,861.4259834000001,121.71662064880157
Hilsman,trouble_doc1,1576.6670301,229.89842313059955
BHLyons,find_doc0,91.982965,38.2137556254668
Clarke,find_doc0,467.2407442,137.6465434691516
Coile,find_doc0,238.1710006,61.455680346649686
Hilsman,find_doc0,366.4568891,112.73959270192327
BHLyons,find_doc1,662.856816,130.3120627020129
Clarke,find_doc1,1078.7698078,188.36967037630956
Coile,find_doc1,671.8410276,109.23995914619564
Hilsman,find_doc1,1309.3090432000001,206.9297108040239
BHLyons,insurance_refused0,6239.878006,201.80294756704714
Clarke,insurance_refused0,11856.224466200001,328.31189504743924
Coile,insurance_refused0,4356.9838448,154.82176794879476
Hilsman,insurance_refused0,10880.2404391,288.5683437706164
BHLyons,insurance_refused1,1323.9327919999998,177.5790085523977
Clarke,insurance_refused1,2106.3999282,284.5922598392887
Coile,insurance_refused1,1302.0285732,144.90267372349982
Hilsman,insurance_refused1,2039.1367535,261.64938938371296
BHLyons,dentalaccess0,5696.183939,216.9525985900942
Clarke,dentalaccess0,11840.8645914,311.29479816733823
Coile,dentalaccess0,4325.0138068,153.00225580065486
Hilsman,dentalaccess0,10542.1680975,293.57630874495334
BHLyons,dentalaccess1,1851.287306,198.9591198756704
Clarke,dentalaccess1,2010.14135,255.5545125740189
Coile,dentalaccess1,1329.7631956,142.4188002739155
Hilsman,dentalaccess1,2427.8109392,272.10499605613
BHLyons,mentalaccess0,6695.309969,182.58929410863897
Clarke,mentalaccess0,12230.0371364,326.5023354186999
Coile,mentalaccess0,5182.650949,121.19645224606458
Hilsman,mentalaccess0,11577.9035276,253.09732719370925
BHLyons,mentalaccess1,815.2130169999999,147.18692342203107
Clarke,mentalaccess1,1732.2605170000002,290.303973483692
Coile,mentalaccess1,493.19389520000004,102.37296283337042
Hilsman,mentalaccess1,1341.0087189,218.29419935180576
BHLyons,afford_mental0,349.915296,90.729267602835307
Clarke,afford_mental0,1758.9479914,236.44840745856857
Coile,afford_mental0,401.7702264,78.02138418498356
Hilsman,afford_mental0,762.4721074,137.51899815023913
BHLyons,afford_mental1,588.757107,128.52483350695601
Clarke,afford_mental1,852.0415476000001,206.40850477716756
Coile,afford_mental1,260.34772480000004,79.1692295304593
Hilsman,afford_mental1,815.2933474,174.5083755079214
BHLyons,opinion_mental0,908.45289,151.00900396894343
Clarke,opinion_mental0,2602.3395394,300.15161603117156
Coile,opinion_mental0,613.647243,105.14474000913455
Hilsman,opinion_mental0,1478.7226667,209.4319855064707
BHLyons,opinion_mental1,30.219513,30.219513000000006
Clarke,opinion_mental1,8.6499996,8.649999599999997
Coile,opinion_mental1,48.4707082,26.864078757531715
Hilsman,opinion_mental1,99.0427881,65.87643124581554
BHLyons,job_mental0,848.013864,146.30688657818658
Clarke,job_mental0,2487.391486,293.57069319595377
Coile,job_mental0,658.6696754000001,108.056774912103
Hilsman,job_mental0,1443.2432568,205.79712926228441
BHLyons,job_mental1,90.65853899999999,51.691498803394715
Clarke,job_mental1,123.59805300000001,72.11183002532404
Coile,job_mental1,3.4482757999999993,3.448275800000003
Hilsman,job_mental1,134.522198,77.34285863785517
BHLyons,nocover_mental0,888.684937,150.14725158145205
Clarke,nocover_mental0,2431.5985228,291.47879179855045
Coile,nocover_mental0,523.5700794,92.17602858766114
Hilsman,nocover_mental0,1314.5805434000001,199.42785997411508
BHLyons,nocover_mental1,49.987466,34.9486652066586
Clarke,nocover_mental1,179.39101620000002,82.39288394855146
Coile,nocover_mental1,138.5478718,61.436641336044566
Hilsman,nocover_mental1,263.18491140000003,96.66506949578906
BHLyons,reimburse_mental0,759.604333,140.24870468412743
Clarke,reimburse_mental0,2268.534734,272.27234682404503
Coile,reimburse_mental0,533.4004102,96.08201804360067
Hilsman,reimburse_mental0,1304.1779197,197.658244774215
BHLyons,reimburse_mental1,179.06807,69.14328378862778
Clarke,reimburse_mental1,342.454805,145.0768739453303
Coile,reimburse_mental1,128.717541,53.92474439293099
Hilsman,reimburse_mental1,273.5875351,100.24208100522249
BHLyons,knowservice_mental0,760.747133,140.24424262714766
Clarke,knowservice_mental0,2292.167193,279.0486480461011
Coile,knowservice_mental0,580.4692648,100.78283482434114
Hilsman,knowservice_mental0,1172.2738048,181.12399600877106
BHLyons,knowservice_mental1,177.92526999999998,69.13383904597457
Clarke,knowservice_mental1,318.82234600000004,128.25799145212818
Coile,knowservice_mental1,81.6486864,43.385936053881
Hilsman,knowservice_mental1,405.49165,129.9673989408282
BHLyons,confidential_mental0,890.9705369999999,150.13909691603936
Clarke,confidential_mental0,2392.5814824,283.8161116208836
Coile,confidential_mental0,614.8180268,105.11750226476853
Hilsman,confidential_mental0,1480.7837707,211.88397769272152
BHLyons,confidential_mental1,47.701865999999995,34.912055688168465
Clarke,confidential_mental1,218.4080566,112.68755393547787
Coile,confidential_mental1,47.2999244,28.320575379048318
Hilsman,confidential_mental1,96.9816841,56.52464266719777
BHLyons,medicine_mental0,938.6724029999999,153.19563787775513
Clarke,medicine_mental0,2404.112387,279.21888629943993
Coile,medicine_mental0,658.6696754000001,108.056774912103
Hilsman,medicine_mental0,1511.5349078,213.20528345861743
BHLyons,medicine_mental1,0,0
Clarke,medicine_mental1,206.877152,125.4523291558924
Coile,medicine_mental1,3.4482757999999993,3.448275800000003
Hilsman,medicine_mental1,66.230547,49.26602275747281
BHLyons,other_mental0,799.640237,141.4350800923083
Clarke,other_mental0,2144.936681,264.612220926198
Coile,other_mental0,591.3967556,101.78152477526136
Hilsman,other_mental0,1373.0739097,200.5071409087425
BHLyons,other_mental1,139.032166,62.01086632493172
Clarke,other_mental1,466.052858,161.45799589728722
Coile,other_mental1,70.7211956,40.787999241739705
Hilsman,other_mental1,204.6915451,91.18277358748074
BHLyons,yes_needsudtreat0,7383.044242,138.2931654124899
Clarke,yes_needsudtreat0,13577.737882200001,234.81581071078665
Coile,yes_needsudtreat0,5478.1243862,96.87219723104853
Hilsman,yes_needsudtreat0,12556.5278405,185.28444070186154
BHLyons,yes_needsudtreat1,195.946329,78.79930132204693
Clarke,yes_needsudtreat1,451.7985726,170.68860357492775
Coile,yes_needsudtreat1,176.62602280000002,66.45247610386195
Hilsman,yes_needsudtreat1,278.63187220000003,104.92815386240689
BHLyons,afford_sud0,337.045081,93.62290189769783
Clarke,afford_sud0,1330.5275946,195.18737297774416
Coile,afford_sud0,304.86629220000003,69.64303738711187
Hilsman,afford_sud0,447.0969571,86.05578869350913
BHLyons,afford_sud1,32.3481,30.10500745064408
Clarke,afford_sud1,32.6091996,18.864371393184573
Coile,afford_sud1,68.086653,39.63714570236599
Hilsman,afford_sud1,104.1869213,64.5779369481113
BHLyons,nocover_sud0,304.353996,87.65480254531889
Clarke,nocover_sud0,1363.1367942,194.6155898849087
Coile,nocover_sud0,301.6490862,67.41087119972201
Hilsman,nocover_sud0,439.1306744,83.15371761761673
BHLyons,nocover_sud1,65.039185,46.10453908396385
Clarke,nocover_sud1,0,0
Coile,nocover_sud1,71.303859,42.9874315588748
Hilsman,nocover_sud1,112.153204,67.38010886858925
BHLyons,transport_sud0,333.430709,92.23657663112346
Clarke,transport_sud0,1351.1571942,194.95327493461343
Coile,transport_sud0,369.5046694,79.06555892586225
Hilsman,transport_sud0,525.0441083,104.51627646209275
BHLyons,transport_sud1,35.962472,34.83842060179509
Clarke,transport_sud1,11.9796,11.979599999999976
Coile,transport_sud1,3.4482757999999993,3.448275800000003
Hilsman,transport_sud1,26.2397701,22.64613453039309
BHLyons,notype_sud0,339.17366799999996,93.88794738179797
Clarke,notype_sud0,1314.0458862,188.61630727752615
Coile,notype_sud0,369.5046694,79.06555892586225
Hilsman,notype_sud0,395.2010974,70.9920444986617
BHLyons,notype_sud1,30.219513,30.219513000000006
Clarke,notype_sud1,49.090908000000006,49.09090800000018
Coile,notype_sud1,3.4482757999999993,3.448275800000003
Hilsman,notype_sud1,156.082781,80.43560658403632
BHLyons,using_sud0,203.509352,66.52137098676154
Clarke,using_sud0,1055.2391332,138.39237397313505
Coile,using_sud0,244.7976306,50.90973709371144
Hilsman,using_sud0,481.8549183,95.17534298674477
BHLyons,using_sud1,165.883829,73.03606357677805
Clarke,using_sud1,307.897661,141.02381903410094
Coile,using_sud1,128.1553146,60.787229590878724
Hilsman,using_sud1,69.4289601,48.76631564948042
BHLyons,full_sud0,368.250381,98.17926625788935
Clarke,full_sud0,1351.1571942,194.95327493461343
Coile,full_sud0,366.0563936,78.99296941191345
Hilsman,full_sud0,547.3450783,106.82337607394184
BHLyons,full_sud1,1.1428,1.1428000000000023
Clarke,full_sud1,11.9796,11.979599999999976
Coile,full_sud1,6.896551599999999,4.833631940928836
Hilsman,full_sud1,3.9388001,3.9388001000000044
BHLyons,knowservice_sud0,333.430709,92.23657663112346
Clarke,knowservice_sud0,1264.9971902,176.6047476631576
Coile,knowservice_sud0,342.7110598,76.52281418960247
Hilsman,knowservice_sud0,456.7524573,86.06381031536456
BHLyons,knowservice_sud1,35.962472,34.83842060179509
Clarke,knowservice_sud1,98.139604,86.98883322266144
Coile,knowservice_sud1,30.2418854,20.743989305287155
Hilsman,knowservice_sud1,94.5314211,64.20873427324842
BHLyons,opinion_sud0,334.573509,92.23008679082137
Clarke,opinion_sud0,1363.1367942,194.6155898849087
Coile,opinion_sud0,366.0563936,78.99296941191345
Hilsman,opinion_sud0,457.9577904,84.20207147971307
BHLyons,opinion_sud1,34.819672,34.819671999999954
Clarke,opinion_sud1,0,0
Coile,opinion_sud1,6.896551599999999,4.833631940928837
Hilsman,opinion_sud1,93.326088,65.62791733440368
BHLyons,job_sud0,334.573509,92.23008679082137
Clarke,job_sud0,1237.0267892,171.6440582594911
Coile,job_sud0,369.5046694,79.06555892586225
Hilsman,job_sud0,461.4316444,86.03558789224697
BHLyons,job_sud1,34.819672,34.819671999999954
Clarke,job_sud1,126.110005,94.97130550424171
Coile,job_sud1,3.4482757999999993,3.448275800000003
Hilsman,job_sud1,89.85223400000001,63.582590448974614
BHLyons,other_sud0,333.430709,92.23657663112346
Clarke,other_sud0,1264.9971902,176.6047476631576
Coile,other_sud0,369.5046694,79.06555892586225
Hilsman,other_sud0,503.4155013,97.65532911369678
BHLyons,other_sud1,35.962472,34.83842060179509
Clarke,other_sud1,98.139604,86.98883322266144
Coile,other_sud1,3.4482757999999993,3.448275800000003
Hilsman,other_sud1,47.868377100000004,44.10580326472568
BHLyons,smoke0,6470.65387,194.04346251810406
Clarke,smoke0,11839.8517348,328.53305413698126
Coile,smoke0,4574.3587698,143.22863138513006
Hilsman,smoke0,10526.7713626,292.68905319784966
BHLyons,smoke1,1197.6954269999999,172.69412992100624
Clarke,smoke1,2120.4979742,292.1046873568891
Coile,smoke1,1152.2342746,132.63183648759636
Hilsman,smoke1,2402.2613302,270.03103075772435
BHLyons,fastfoodfreq0,2834.4031259999997,231.047240729548
Clarke,fastfoodfreq0,6032.307830600001,437.38373944004474
Coile,fastfoodfreq0,1520.4470204000002,157.3132206203431
